0.28933,0.52666,1.6459,1.5147,-6.0095,0.256,0.059067,0.031118,1.0445,0.070224
0.16276,1.6013,1.6359,1.137,-18.104,0.29579,0.044042,0.12091,0.74491,0.087549
0.30644,2.372,1.6122,2.0878,-13.051,0.29341,0.16637,0.30432,0.42076,0.022743
0.43014,2.0242,1.6739,5.519,-55.671,0.0023087,0.20959,0.13943,0.80287,-0.016832
0.2594,2.0119,1.6771,5.6426,-153.69,-0.079821,0.38605,0.13677,1.1302,0.01369
0.10609,2.0992,1.6696,5.3416,-188.57,0.054668,0.44144,0.211,1.4162,0.11059
0.28896,1.9361,1.6567,5.0433,-207.85,0.071002,0.56138,0.23858,1.5575,0.10525
0.28723,1.3379,1.6573,4.6613,-236.04,-0.1301,0.61241,0.19576,1.6856,0.23086
0.32342,1.0869,1.6612,3.5618,-215.3,0.29041,0.644,0.23385,1.5512,0.27402
0.35574,0.25549,1.6553,1.9179,-223.81,0.16346,0.53723,0.24731,0.68396,0.3078
