0.26127,0.046451,-0.13262,1.6705,1.0229,27.539,0.15413,0.096043,-0.045322,0.19634,0.064723
0.38412,0.065134,-0.28974,1.7147,0.97468,39.383,0.19855,0.10088,0.0013328,0.37036,0.48007
-0.095623,0.0335,-0.88266,1.6991,1.068,37.934,0.35389,0.11081,0.029342,1.009,0.79387
0.0337,0.024235,-0.49636,1.6901,0.99686,11.628,0.29069,0.11229,0.050823,1.258,0.53779
-0.58962,-0.0055625,-0.92688,1.6782,0.91169,7.5358,0.16504,0.1099,0.014392,1.1435,0.083535
-0.63205,0.01481,-1.3005,1.6582,0.83395,21.927,0.37283,0.11137,-0.038163,1.0188,-0.2741
0.22545,0.029337,-1.0467,1.6603,0.7392,14.61,0.29458,0.11526,0.037821,1.0468,0.24908
0.32629,0.018132,-0.61019,1.639,0.67927,10.925,0.39969,0.10763,-0.025125,0.99833,0.21426
-0.44042,0.018278,-0.52496,1.6268,0.57013,13.886,0.2566,0.094328,0.018486,0.98342,0.1073
0.10536,0.021605,-0.56105,1.6133,0.56787,31.103,0.26917,0.099842,-0.03331,1.1352,0.11585
