0.067495,0.20803,0.53218,0.70013,0.056456,0.089914,1.3387,0.90413,2.3109,0.82777,0.10846,0.10179,0.11739,0.94529,0.46265,0.14103,0.14777
-0.0040933,0.099291,0.21878,0.88046,0.066414,0.10804,1.45,0.5868,2.5668,0.16791,0.14052,-0.053094,0.11673,0.99899,0.61494,0.13612,-0.041135
8.2979e-05,0.27879,0.050819,0.68425,0.078728,0.1173,1.4892,0.64624,2.144,-0.11219,0.038835,-0.076789,0.097218,0.92163,0.28753,0.027258,-0.2036
0.029189,0.19179,0.29064,0.70136,0.070642,0.11283,1.5009,0.75435,2.9263,-0.12309,0.061909,0.036401,0.099966,1.197,0.4215,0.0287,-0.40573
-0.055837,0.0080346,-0.098563,0.3676,0.092175,0.089885,1.5012,0.21826,2.1929,0.0022922,0.043445,0.13068,0.10245,0.82702,0.13597,0.14654,-0.31758
-0.030777,0.056709,-0.14591,0.20248,0.096271,0.025612,1.4804,0.31561,3.3598,0.95705,0.03582,0.074163,0.025297,0.85017,0.15954,0.13179,-0.2453
0.0037636,0.10271,0.1851,0.22376,0.090707,0.021871,1.4878,0.31055,2.0895,0.64839,0.11263,0.0013379,0.11327,0.60085,-0.13152,0.0030447,0.21323
0.027003,0.19004,0.22338,0.72619,0.09404,0.0042918,1.4711,0.56976,1.2118,0.028838,0.0085286,-0.13197,0.047805,0.75143,-0.12364,0.15698,0.51199
0.035073,0.19667,0.20433,2.2397,0.10154,-0.0030456,1.4761,0.43391,1.3099,0.35287,-0.037045,-0.22815,0.12584,0.54609,-0.17964,0.054595,0.16477
0.035465,0.00090141,0.30013,2.8441,0.10163,-0.0026049,1.4768,1.1178,0.70181,-0.1575,0.026807,-0.21835,0.1848,0.18912,0.2109,0.10279,0.53068
