-0.20832,0.00057769,-0.054269,1.6506,0.99659,6.8009,0.11116,0.099853,0.039141,1.445,0.28809
0.034118,0.010458,-0.19221,1.6993,1.015,15.378,0.20695,0.12119,-0.00087983,1.238,0.41831
0.048906,0.017054,-0.16079,1.6831,1.0874,6.2098,0.084531,0.11407,0.069101,1.01,-0.067013
-0.60648,0.034858,-0.55808,1.6812,1.0911,-31.119,-0.090838,0.12164,0.02352,0.24459,-0.43457
-0.54914,0.033524,-0.86281,1.6601,0.85698,-83.322,-0.18842,0.12991,0.052715,0.27032,0.0026237
-0.31042,0.05714,-0.43857,1.6498,0.76029,-129.18,0.030259,0.12309,0.068969,0.20359,0.59973
0.097435,0.058563,-0.15004,1.6403,0.67796,-157.29,0.25912,0.11186,0.063357,0.21993,0.96821
0.46544,0.060193,-0.23183,1.6333,0.72027,-180.14,0.78077,0.12003,0.03436,0.24472,0.589
0.16451,0.031471,-0.13453,1.6193,0.64586,-192.02,0.6851,0.11686,0.085196,0.21589,-0.016751
0.50954,0.047058,-0.098891,1.5905,0.70389,-220.4,0.6744,0.11242,0.071812,0.27629,-0.40402
