0.01482,0.14047,0.28785,0.76591,0.099681,0.00042967,1.773,1.1745,0.15212,0.064595,1.3251,0.20621,0.016673,0.60878
0.0025819,0.095059,0.37994,1.3393,0.10172,0.00043374,1.7689,1.2978,0.14119,0.0045932,1.1467,-0.060835,0.047517,0.38271
0.01023,0.21218,0.49333,3.1965,0.11138,0.00042673,1.7769,1.3233,0.13887,0.055076,0.62104,0.22197,0.028914,0.30821
0.002492,0.11855,0.38649,3.6634,0.1036,0.00041418,1.7714,2.2342,0.13711,0.061401,0.71248,1.0066,-0.0023722,0.42025
0.008287,0.14229,0.3962,2.7063,0.099312,0.00042555,1.7627,2.9514,0.11534,0.090537,1.2229,3.073,-0.0020805,2.5895
0.020007,0.23018,0.33977,2.6347,0.10371,0.00045704,1.7606,3.6143,0.11614,0.20458,1.5428,2.9942,0.016975,2.1605
0.020804,0.1124,0.3113,2.3747,0.11207,0.00046863,1.7487,4.0456,0.13601,0.2189,1.1108,2.7632,0.066889,2.4939
0.011087,0.25221,0.33837,2.4542,0.1152,0.00048011,1.7475,4.0393,0.14387,0.29671,0.74576,2.8656,0.094358,2.4148
0.011484,0.27685,0.36506,1.6341,0.11575,0.00051469,1.7434,3.7357,0.12931,0.29475,0.52306,2.9509,0.14367,2.5631
-0.010917,0.36862,0.48943,1.2632,0.1125,0.00053832,1.744,3.1948,0.14384,0.2413,0.34743,2.3135,0.11579,2.0319
