0.013077,0.18283,0.33793,0.3253,-1.446,1.7284,1.4751,0.13901,1.3318,0.61926
0.014538,0.30581,0.34634,0.82921,-1.4748,1.748,1.6964,0.12744,0.87877,0.47502
0.013241,0.2622,0.34521,2.9643,-1.8355,1.7486,1.6519,0.13243,-0.062618,0.094106
0.013168,0.23715,0.85353,3.8424,-1.9429,1.7376,1.883,0.13122,-0.29774,0.18197
0.0126,0.34944,0.74162,3.0726,-1.6217,1.7425,2.2589,0.13028,-0.17746,0.72947
0.01405,0.38965,0.41058,3.2261,-0.92145,1.737,2.102,0.12912,0.054625,0.41703
0.023141,0.41582,0.30656,2.7842,-0.74983,1.7387,2.1497,0.13276,0.35951,0.54005
0.018639,0.3441,0.32701,3.0049,-0.41158,1.7327,1.9329,0.12946,0.87343,0.24781
0.017843,0.28299,0.44272,2.3532,-0.15878,1.7378,1.8064,0.1308,0.9665,0.12372
0.026006,0.28969,0.3119,1.8123,-0.007096,1.7268,1.5905,0.1341,0.87575,0.20984
