0.0078313,0.04604,0.28546,1.652,0.093001,0.081406,1.4581,0.86202,0.12178,0.032136,0.81377,0.27131,0.065917
0.047758,-0.023023,0.70093,2.2328,0.11627,0.081149,1.5953,1.857,0.083114,0.019775,0.78878,1.4205,0.0033014
0.029424,0.05169,0.52552,2.4669,0.1161,0.069256,1.6042,2.8552,0.10922,-0.0058606,1.3089,3.4561,-0.077918
0.029673,0.1584,0.73439,1.9598,0.11103,0.07361,1.6059,3.2425,0.14595,0.14381,1.5291,3.2867,-0.048468
0.016227,0.098754,0.59842,1.7151,0.12024,0.22473,1.5947,3.4965,0.11524,0.17108,2.0389,3.8435,-0.058454
0.013744,0.40345,0.47668,1.8123,0.12943,-0.15657,1.5944,3.1428,0.16991,0.21149,2.8509,3.5389,0.046101
-0.040744,0.22535,0.39273,1.8969,0.10748,-0.77436,1.5955,2.8517,0.11537,0.33713,3.2911,3.1256,0.058291
0.038301,0.105,0.43837,1.6776,0.10757,-0.92825,1.5977,2.5783,0.13856,0.22486,3.5586,2.2613,0.021611
0.02304,0.44132,0.24956,1.01,0.13061,-1.6345,1.5924,1.7982,0.099163,0.18535,2.847,1.1106,0.024056
0.04838,-0.024088,0.50341,0.61256,0.11688,-2.0214,1.5905,1.2726,0.14869,0.16249,1.9034,1.038,0.1173
