0.018125,0.14428,0.43285,0.039993,1.6209,1.6116,1.5897,0.12145,1.3197,0.33491,0.64933
0.016696,0.1862,0.27493,-0.21374,1.9274,1.6836,1.4389,0.11809,1.4442,0.33037,0.66424
0.010206,0.15079,0.19276,0.15115,1.883,1.6981,1.1212,0.12353,1.3972,0.038158,0.70349
0.010261,0.077321,0.38102,-0.096954,1.7065,1.6818,1.2723,0.12609,1.2988,-0.25392,0.75949
0.01221,0.40052,0.50842,0.21065,1.4099,1.6904,1.4055,0.12032,0.83935,-0.48369,0.88032
0.014669,0.3497,0.38826,1.6863,0.84409,1.6597,1.5494,0.12302,0.039974,-0.41263,0.49435
0.017653,0.16836,0.80966,2.2491,0.26376,1.7108,1.4086,0.12859,-0.18681,-0.32471,0.51418
0.013413,0.21244,0.68045,1.5207,-0.25467,1.6525,1.6102,0.12623,-0.1344,0.62565,0.78317
0.017361,0.34914,0.39207,1.7313,0.0030924,1.6623,2.0183,0.11968,-0.050746,0.59208,0.32318
0.023736,0.37635,0.28983,1.7006,-0.064191,1.6672,2.1983,0.11844,-0.042297,0.443,0.413
