-0.01428,0.055631,-0.11746,0.05917,0.073781,0.083474,1.421,0.80139,0.12037,0.0070439,1.07,0.43547,0.04851
-0.0022774,0.17034,0.046065,0.6067,0.084283,0.082377,1.5756,0.77577,0.098496,0.056067,1.2256,0.34578,0.016845
0.044368,0.11461,0.26448,0.81269,0.092546,0.072674,1.604,1.7546,0.1068,0.029786,1.0461,0.017073,0.023958
0.019364,-0.0099554,0.24528,1.6654,0.10069,0.081259,1.5836,1.4253,0.092844,0.0064993,0.69202,0.022885,0.097761
0.039789,-0.14984,0.46866,2.2324,0.11424,0.080924,1.6002,2.0891,0.11903,-0.038741,0.59781,1.0578,0.082447
0.04725,-0.074281,0.44791,2.528,0.11234,0.068969,1.59,2.7139,0.061559,-0.022396,1.0153,2.8884,0.01554
0.046954,0.10166,0.56462,2.0223,0.1074,0.073296,1.5891,3.0967,0.1848,0.18921,1.3102,2.6579,-0.022545
0.016995,0.1005,0.47924,1.8888,0.11689,0.22446,1.5851,3.2751,0.092714,0.213,1.8045,3.3453,-0.11389
0.012503,0.42526,0.35134,1.863,0.12756,-0.15675,1.5776,3.0464,0.24241,0.21049,2.5768,3.1121,-0.073441
-0.032524,0.2935,0.26689,2.0741,0.10134,-0.77445,1.5862,2.6553,0.1344,0.29665,3.1086,2.6423,-0.059848
