0.056723,0.26463,0.1907,-0.046678,-3.2366,1.5048,0.86072,0.12943,0.31716,0.32013
0.038732,0.12879,0.37913,0.11055,-5.0041,1.5963,0.74193,0.12143,0.73254,0.15447
-0.035849,0.075203,0.32763,-0.2133,-5.5378,1.5948,1.0386,0.11793,0.67594,0.17795
0.080662,0.060201,0.17128,-0.16515,-6.1113,1.6185,0.79023,0.12085,0.69066,0.066563
0.0037395,0.33551,0.32413,0.1425,-5.8848,1.5923,0.78231,0.11457,1.287,0.073647
-0.0097201,0.21639,0.37004,0.46467,12873,1.6082,0.69419,0.10738,1.7217,0.17677
-0.011533,0.33711,0.11351,0.9198,-4.1608,1.609,0.38465,0.10704,1.2853,0.3144
0.015856,0.2187,0.075065,0.50664,-2.169,1.5573,0.71685,0.10717,1.2209,0.48209
0.0080935,0.10709,0.18318,0.43868,-0.40623,1.5754,0.71092,0.10409,1.3338,0.75292
0.013089,0.44132,0.257,0.36174,1.4805,1.5657,0.80041,0.106,1.2438,0.71974
