0.0265,0.48988,0.31664,0.8825,-0.7984,1.5925,1.0032,1.6639,0.11932,1.3176,-0.052448,0.35515
0.038509,0.43866,0.25721,0.39729,-1.6629,1.68,1.4276,1.6732,0.13239,1.3552,-0.12023,0.43162
0.0080291,0.41149,0.33754,0.32123,-0.67989,1.7035,0.94051,1.5427,0.11424,1.3666,0.0097556,0.63525
0.032171,0.37933,0.26527,0.69303,67.337,1.7165,0.93189,1.7714,0.12485,1.4106,0.14146,0.92752
0.025456,0.37583,0.14816,0.38316,-0.66124,1.6698,1.4483,0.99164,0.12029,1.6354,0.21208,0.8264
0.029675,0.29037,0.1363,0.22689,-0.57049,1.6785,1.4579,0.90697,0.11273,1.5022,0.41757,0.64375
0.025062,0.22639,0.35021,0.82498,-0.29546,1.7163,1.6984,0.85226,0.1254,1.4766,0.47648,0.6353
0.02483,0.27509,0.49581,1.6184,-0.20114,1.6257,1.7961,1.2061,0.14547,1.4314,0.717,0.4852
0.056567,0.11639,0.64865,2.1462,-0.077063,1.6758,1.9177,0.98001,0.13425,0.8753,0.6402,0.73056
0.016438,0.15727,0.53201,3.2736,-0.14948,1.6717,2.5989,1.7626,0.14655,0.51042,0.72277,0.73245
