0.018387,0.1339,0.27939,1.0673,1.3809,1.6056,0.71467,1.7621,0.11597,1.0651,0.2679,0.58295
0.013847,0.036272,0.36787,2.3677,0.75096,1.6774,1.0734,1.3487,0.10796,0.66232,0.23222,0.31741
0.031521,0.13603,0.7092,3.2323,0.031265,1.6928,0.94547,1.4989,0.12864,0.77281,0.35915,0.30975
0.013598,0.26568,0.66138,2.228,-0.40334,1.6921,1.1317,2.4874,0.1298,0.86768,1.7604,1.5678
0.026067,0.22147,0.47716,2.1749,-0.4502,1.6914,1.3125,2.1596,0.1283,0.88881,2.1787,1.6177
0.038174,0.16395,0.35548,2.1086,-0.43401,1.6907,1.2736,2.6197,0.11959,1.2077,2.3806,2.148
0.0009938,0.060979,0.30077,2.0333,-0.33182,1.6903,1.0929,2.7342,0.11899,1.102,2.0395,1.6913
0.012527,0.17136,0.33156,1.813,-0.22702,1.6567,1.092,1.5961,0.1459,0.91485,1.9882,1.5008
0.011452,0.26567,0.46441,1.4501,-0.57492,1.7101,1.0935,1.216,0.1451,0.69965,1.2997,1.22
0.13105,0.33584,0.46278,0.78551,-0.90152,1.6004,1.2263,0.9259,0.1337,0.1733,0.43362,1.3842
