0.028103,0.31053,0.61415,0.53277,4.4226,1.7522,1.1597,0.13282,0.96532,0.038803
0.0017032,0.50644,0.47276,0.52019,4.3943,1.7495,1.1312,0.14649,1.7668,0.4987
0.048212,0.32995,0.49314,0.80455,4.4369,1.7506,1.1035,0.15203,1.7729,0.45005
0.0216,0.41492,0.57556,0.77721,3.0814,1.7461,1.3024,0.13472,1.7223,0.4915
0.022166,0.39579,0.45791,0.30572,1.4185,1.743,1.3813,0.14511,1.7582,0.24062
0.030056,0.34097,0.28451,0.22739,1.2614,1.7414,1.428,0.13753,1.5363,0.54501
0.017594,0.43091,0.31607,0.35662,1.0189,1.7413,1.5791,0.12603,1.4534,1.0166
0.020127,0.32059,0.41811,0.5795,0.963,1.7353,1.5626,0.13628,1.2091,1.0637
0.024937,0.3769,0.40436,0.86416,1.1435,1.7305,1.4915,0.12729,1.1511,0.76109
0.023933,0.22748,0.31799,1.3345,1.0296,1.7267,1.5231,0.14198,1.212,0.64419
