-0.0094614,0.72734,1.7706,1.1557,5.9991,-0.14578,0.18799,0.0097311,0.28528,0.21843
0.027849,0.048752,1.7691,2.0599,18.336,0.39105,0.060038,0.20653,0.80228,0.43988
-0.0022482,-0.065347,1.7683,2.1496,31.501,0.18622,0.070358,0.24508,0.90804,0.7164
0.056958,0.21642,1.7644,2.1155,35.901,0.18185,0.1317,0.27307,0.97464,0.44116
0.025659,0.38528,1.7586,1.7878,32.032,0.1429,0.19325,0.21798,0.94767,0.46144
0.01577,0.6123,1.7537,1.9242,20.712,0.066676,0.28462,0.16485,0.85256,0.58381
0.0050707,-0.32582,1.7497,2.2206,1.7833,-0.00040243,0.3487,0.1123,1.0496,0.29285
-0.014017,0.20236,1.7464,1.9127,-7.9555,-0.08908,0.39152,0.091516,0.89059,0.085493
-0.0075844,0.64967,1.7399,2.331,-13.934,0.303,0.30159,0.05472,1.0587,0.17569
0.0091219,0.6448,1.7378,1.8703,13.773,-0.094654,0.212,0.14145,1.177,0.31657
