0.051441,0.52791,1.6978,1.7821,-3.2344,0.21804,0.14839,0.028329,1.435,0.43034
0.064811,-0.048789,1.69,1.765,-8.6221,0.10245,0.26406,0.01153,1.5984,0.40178
0.060956,-0.19762,1.7325,1.5455,-16.664,0.196,0.27028,0.16849,1.4902,-0.029838
0.056017,0.46994,1.738,1.9247,-14.652,0.05329,0.25905,0.13703,1.6176,0.16841
0.037417,0.64252,1.7399,2.7999,-18.207,-0.0028845,0.3264,0.063727,1.4502,0.48999
0.029838,1.6839,1.728,1.9385,-10.742,0.18685,0.45259,0.053973,1.4389,0.56124
0.035609,3.0942,1.7223,3.2943,-17.468,0.22209,0.30168,0.068194,0.90225,0.29866
0.052344,2.8071,1.7165,4.7456,-47.938,0.04189,0.47123,0.19599,0.50763,-0.11892
0.063537,2.0475,1.719,13.428,-95.211,-0.06915,0.90349,0.27741,1.0889,-0.22159
0.081798,2.2019,1.7101,14.768,-147.74,0.06626,1.0748,0.27947,1.6527,-0.16153
