0.005352,0.21555,0.28804,0.90824,0.078511,-34.021,1.5763,1.2523,1.6044,0.11927,0.97132,0.034782,-0.049965,0.44625
-0.0016203,0.14627,0.19055,0.96097,0.09158,0.47029,1.6605,1.1503,1.9179,0.12861,0.86145,0.067525,-0.03793,0.43748
0.0022312,0.32323,0.35008,0.67487,0.09755,0.37053,1.6707,1.1905,1.8865,0.15109,0.69897,0.059067,-0.0035116,0.62551
0.040681,0.15814,0.39886,0.40017,0.10081,0.40783,1.6954,1.1713,2.2446,0.1312,0.78343,0.13601,0.033375,0.62938
0.02739,0.25973,0.18594,0.1803,0.10904,0.29301,1.6772,0.92373,1.6811,0.14711,0.69816,0.27205,0.073204,0.701
0.031986,0.25262,0.17677,0.67574,0.10975,-0.006868,1.6563,1.5266,1.6239,0.12677,0.65639,0.46262,0.10962,0.22518
0.0093541,0.1151,0.33185,0.44988,0.11083,-0.4988,1.6764,1.8261,2.1678,0.11777,0.84129,0.2601,0.097754,0.60983
0.0052309,0.13197,0.16277,1.0825,0.10811,-0.78558,1.6386,1.8082,1.8366,0.14417,1.3408,-0.11655,0.050278,0.68193
0.019552,0.05509,0.18312,1.1094,0.10567,2.858,1.6528,2.4281,1.8328,0.1384,1.2423,-0.062011,0.045781,0.60371
0.0031756,0.12116,0.18724,2.5282,0.11146,5.9632,1.6541,2.2358,1.2993,0.13161,0.90739,-0.10581,-0.011873,0.32904
