0.03141,0.24073,0.18531,0.34861,0.75823,1.6256,0.98162,0.93983,0.14796,1.0158,0.19023,0.24168
0.039772,0.21748,0.40599,0.64417,1.2289,1.7016,1.3592,0.9777,0.1425,1.3125,0.098951,0.20184
0.037143,0.34773,0.33018,0.19033,1.5141,1.7293,1.3694,0.84909,0.14969,1.1405,0.31565,0.27464
0.043636,0.1956,0.32247,0.23986,1.3904,1.7147,1.0186,1.03,0.14896,1.4639,0.32115,0.16521
0.025484,0.28361,0.20297,0.53444,1.5759,1.7185,1.0588,1.0047,0.131,1.1809,0.013912,0.13193
0.036692,0.25145,0.22699,0.73212,1.5089,1.7303,0.95972,0.77616,0.1255,1.114,0.34302,0.3559
0.030469,0.1368,0.17822,1.309,1.4958,1.7095,0.59869,0.83741,0.12674,1.0493,0.36307,0.52039
0.015922,0.037831,0.15252,2.2905,1.095,1.6938,0.91699,0.78097,0.12155,0.74724,0.38387,0.32857
0.034725,0.17064,0.52441,3.278,0.34854,1.6759,0.64738,0.82533,0.13633,0.74883,0.61919,0.51216
0.024125,0.28688,0.49057,2.3718,0.10771,1.6857,1.0164,1.3586,0.13811,0.8959,1.8913,1.5448
