1.049,0.097795,2.4454,-4.5903,1.7461,0.8302,-335.78,0.4167,0.13002,0.42369,-0.0021401,0.99041
0.81549,0.094585,2.3952,-5.3148,1.7401,0.72389,-362.99,0.37222,0.11996,0.3018,0.3008,0.88677
0.37036,0.11029,2.6609,-5.4321,1.7315,0.6771,-350.76,0.36226,0.11292,0.22721,0.76173,1.1006
0.38712,0.079938,3.8305,-4.4389,1.7218,0.64931,-319.83,0.19971,0.10833,0.1765,0.82927,1.6314
0.073146,0.061573,4.181,-4.1099,1.7139,0.72962,-249.04,0.76718,0.10379,0.28047,0.65348,2.0476
0.076316,0.062571,2.6514,-2.7395,1.7062,0.83177,-169.76,0.34699,0.098081,0.17287,0.13711,1.7625
0.032391,0.051717,1.6692,-1.9793,1.6983,0.80781,-101.75,0.58669,0.096835,0.13672,0.25695,0.93437
-0.12321,0.072194,1.5512,-0.8659,1.6894,0.84415,-42.267,0.4621,0.095775,0.17983,0.50426,1.0044
0.80172,0.065618,2.0172,0.046598,1.682,0.87799,-2.7777,0.68126,0.094456,0.16584,0.33841,1.5237
2.0078,0.068888,2.313,0.33178,1.6746,0.89552,10.328,0.4772,0.090692,0.14694,1.2317,1.3045
