0.0085275,0.4573,0.046411,0.66902,0.23246,0.20004,0.016613,1.7792,3.0948,1.6463,2.5795,0.38433,0.031842,1.6726,0.30203,0.0032107
0.015349,1.3183,0.06814,2.0319,0.245,0.12565,0.20646,1.771,3.2618,1.5736,2.5104,0.066889,-0.0038081,1.6523,0.29536,0.19973
0.020196,1.1021,0.043299,3.611,0.22938,-0.14331,0.21529,1.7639,3.0396,1.499,2.5312,0.1965,0.055394,1.5177,0.28253,0.35177
0.025209,1.0688,0.056069,3.3234,0.23072,-0.2987,0.18822,1.7561,2.3918,1.3771,2.3224,0.82224,0.26003,0.48727,0.25082,0.30144
0.02108,0.32952,0.062574,2.9484,0.23442,-0.59031,0.090932,1.7483,2.1015,1.0177,2.2402,0.76523,0.37839,0.5423,0.25232,0.13036
0.024662,0.36898,0.07406,2.7687,0.23572,-0.79067,0.094069,1.7395,2.0844,0.95264,2.0761,0.63558,0.42003,0.30714,0.25643,0.46272
0.026188,0.85135,0.050304,2.7105,0.24435,-2.1619,0.28469,1.7304,1.9335,0.87461,2.2404,0.64242,0.21929,0.49738,0.25519,0.68152
0.036201,1.3188,0.051144,2.4872,0.2396,-3.0174,0.109,1.7225,1.9501,0.84428,2.2349,0.24733,0.5637,0.48845,0.2564,0.47379
0.028396,2.15,0.064355,2.9738,0.24556,-3.4199,0.24616,1.7148,1.8701,0.85627,2.0876,0.4916,0.33748,0.51512,0.25241,0.0061765
0.026744,1.9091,0.04589,3.0882,0.2139,-2.4926,0.80967,1.7061,1.836,0.77976,2.3137,0.79157,0.16974,0.61467,0.25561,0.1265
