0.037532,3.309,1.7633,2.3672,2.7324,0.092011,0.046104,0.068086,0.89458,0.19486
0.035486,3.575,1.7619,3.1803,-26.519,-0.26376,0.080021,0.10459,0.20639,0.2278
0.043089,2.966,1.758,8.4575,-56.852,-0.21736,0.41668,0.1912,0.48146,0.18951
0.048024,1.9685,1.7531,8.7913,-85.368,0.10358,0.6787,0.20904,0.96161,0.076241
0.036788,1.8416,1.7492,6.8632,-126.68,0.19738,0.66626,0.26095,1.5935,0.030063
0.059472,1.7041,1.746,6.2362,-165.69,0.028185,0.62521,0.16303,2.144,0.29179
0.060645,1.6048,1.7418,5.5504,-205.23,0.44574,0.61862,0.18651,2.3051,0.14337
0.02921,0.89091,1.7369,5.5736,-207.97,0.26879,0.75505,0.2715,2.1073,0.10112
0.084353,1.121,1.7314,3.4149,-203.04,0.24109,0.57393,0.19833,1.5898,0.20557
0.070447,1.4399,1.7291,3.1469,-177.18,0.52706,0.42016,0.045723,1.4443,0.21093
