-0.028831,0.10149,0.23364,2.3502,-1.1348,1.5592,1.5673,2.6134,0.11961,2.1377,4.4334,2.0775
0.034453,0.23936,0.2809,2.2912,-1.7487,1.6398,1.9364,2.5727,0.11036,2.7872,3.8257,2.0092
0.021514,0.15061,0.38279,1.7575,-2.5445,1.6455,1.207,2.1195,0.1169,3.2167,3.4112,1.4772
0.007247,0.25696,0.56888,0.89698,-2.8155,1.653,1.3356,2.313,0.13196,3.3567,3.1014,1.5648
-0.0055448,0.47546,0.63369,0.54039,-4.4409,1.6546,1.0422,1.4475,0.13312,2.1959,1.1092,1.5797
0.016321,0.37595,0.34436,1.3561,-2.6967,1.6486,1.1293,1.4897,0.10408,1.2858,1.4571,0.84762
0.012709,0.30822,0.29213,0.79338,-1.1278,1.6617,1.0939,0.74407,0.11677,0.45514,0.73781,0.72041
0.031016,0.30677,0.24022,0.41449,-1.1177,1.5974,1.0158,0.98357,0.11646,0.17244,-0.062464,0.72413
0.028013,0.35073,0.31834,0.19814,-0.80428,1.6098,1.3511,1.864,0.1205,-0.078074,0.0829,1.2175
0.016638,0.21797,0.5501,0.2593,0.29765,1.6092,1.2554,2.257,0.1316,-0.14059,0.18384,1.0006
