0.028427,0.21246,0.19122,-0.21907,0.054901,0.00034099,1.2581,1.7655,2.0208,2.619,0.023974,-0.1461,0.15238,0.62487,0.94783,-0.066187,0.39089
0.032469,0.076357,0.19522,0.06132,0.06926,-0.0055977,1.3606,1.9102,3.0136,4.2637,0.069448,-0.13908,0.047569,0.88421,1.0171,-0.044978,0.35043
0.0016611,0.23485,0.23852,-0.14724,0.070664,-0.016137,1.432,2.0045,3.2656,3.565,0.20463,-0.24697,0.068575,1.1127,0.80609,0.0083976,0.5874
0.03149,0.1451,0.16639,0.075383,0.068088,-0.029273,1.4465,2.1215,4.6226,3.0708,0.15639,-0.12395,0.084521,1.0639,0.49232,0.062483,0.32303
0.056482,0.18144,0.040261,-0.39835,0.081456,-0.037227,1.4249,1.3931,2.7399,2.1634,0.10957,-0.094614,0.022292,0.43163,0.61987,0.1772,-0.15834
0.036662,0.17321,0.22214,-0.95571,0.069014,-0.042282,1.4218,1.3856,2.8704,1.9108,0.1054,0.042629,0.018048,0.17368,1.1814,0.13735,-0.087225
0.01191,0.18788,0.23594,-0.73401,0.081782,-0.046057,1.3724,1.3675,2.7154,0.92652,0.27109,0.24805,0.010957,0.29014,0.76572,0.39565,-0.078914
0.0050127,0.26041,0.10304,-0.56756,0.077818,-0.045342,1.4031,1.4672,2.0076,0.52253,0.15006,0.23087,0.048146,0.22247,0.39191,0.18245,0.15632
0.0074072,0.21925,0.059968,-0.37984,0.08311,-0.023175,1.4113,1.8964,1.1941,0.74103,0.068167,0.21263,0.065657,0.43529,0.37083,-0.029274,-0.10214
0.066089,0.13386,0.18105,0.005816,0.091634,0.0080481,1.3771,1.8861,0.80943,0.78741,0.15361,0.16609,0.033595,0.41029,0.57378,0.030526,0.13791
