0.0047431,0.55279,0.30199,2.3805,0.10046,-0.15591,1.455,2.6324,0.13437,0.40792,2.8889,0.49732,0.10545
-0.048209,0.35708,0.28402,2.0772,0.10195,-0.7738,1.6101,2.2521,0.12857,0.31334,3.4938,0.29823,0.034898
0.020611,0.26738,0.30901,1.7909,0.1053,-0.9278,1.6282,2.0212,0.12829,0.20603,3.7889,-0.24282,0.0067205
0.022889,0.50605,0.2107,1.2578,0.11935,-1.6342,1.6096,1.428,0.13894,0.16543,2.8452,-0.80423,-0.045828
0.047475,0.064654,0.41592,0.95584,0.10766,-2.0212,1.6188,1.0572,0.13774,0.14749,1.9538,0.11124,0.095484
0.010475,0.2311,0.57674,0.60002,0.10514,-2.34,1.6243,1.4126,0.12574,0.099817,0.94019,0.15636,0.13005
0.019544,0.23881,0.45375,1.088,0.106,-2.4806,1.5855,1.1858,0.11766,0.10619,0.52811,-0.53863,0.099708
0.043645,0.25087,0.57481,0.26513,0.1179,-2.3629,1.5656,1.3782,0.12101,0.080177,0.51721,-0.11151,0.19538
0.045804,0.37366,0.60252,0.24178,0.11222,-2.0472,1.6208,0.88308,0.12471,0.1507,0.33791,-0.014305,0.12025
-0.02726,0.46134,0.54626,0.51664,0.11285,-1.7882,1.6049,1.1685,0.10941,0.060815,1.2061,0.15487,0.085431
