0.018116,0.15293,0.25678,0.73327,0.12435,0.25465,1.7713,1.3621,0.13383,0.070826,1.2727,0.40382,0.036611,0.62517
0.010527,0.17578,0.10606,0.7701,0.12349,0.23412,1.7654,1.5271,0.12853,0.13495,0.85383,0.47578,-0.023674,1.0752
0.015378,0.2553,0.23155,3.2636,0.11948,0.15221,1.7614,1.6588,0.13085,0.10732,0.10547,0.34229,0.0041703,0.68426
0.032107,0.28001,0.34368,3.9991,0.12068,0.036528,1.7669,2.0066,0.13884,0.12863,-0.29593,0.30458,0.021781,0.77397
0.025405,0.23153,0.37422,3.1436,0.11431,0.19301,1.7644,2.0596,0.13952,0.14009,0.34514,1.0978,-0.024053,1.4772
0.023233,0.24648,0.33878,3.1679,0.13012,-0.51006,1.7516,2.2316,0.1451,0.025685,0.70269,0.87201,0.025467,1.6773
0.0029279,0.2317,0.42031,2.7002,0.11466,-1.5893,1.7442,2.3516,0.13669,0.11409,1.0487,1.0258,0.10472,1.5867
0.025781,0.30517,0.58219,2.7115,0.11153,-2.6039,1.7423,2.1274,0.13053,0.15876,1.2509,0.65439,0.044599,1.2159
-0.024683,0.25078,0.66304,2.4657,0.11128,-3.3172,1.7399,1.8975,0.11324,0.13934,1.1789,0.95307,0.14678,1.4798
-0.0052007,0.38692,0.50762,2.0886,0.1057,-3.8392,1.7343,1.8869,0.10331,0.18243,1.1357,0.79812,0.079661,0.86867
