0.031133,0.078914,0.28463,2.6709,0.085538,0.06896,1.4193,3.0023,0.06696,0.00058913,0.64883,2.6969,0.065
0.050658,0.17379,0.60031,1.9478,0.10064,0.073266,1.5634,3.2346,0.17981,0.19645,0.95051,2.6197,0.06053
0.022303,0.14985,0.49729,1.6039,0.10808,0.2244,1.5731,3.3276,0.1032,0.23194,1.4361,3.1805,0.0079656
0.018251,0.44126,0.38405,1.4916,0.1121,-0.15684,1.5632,3.1826,0.24389,0.22279,2.2861,2.9608,0.11186
-0.032568,0.26525,0.35299,1.7879,0.098838,-0.77456,1.5714,3.0639,0.10906,0.32223,2.9033,2.5676,0.062755
0.0092111,0.17333,0.32516,1.5208,0.1092,-0.92834,1.5652,2.7708,0.1941,0.20104,3.2471,1.9118,0.010545
0.011197,0.48581,0.18343,1.267,0.12289,-1.6345,1.5689,1.9814,0.10063,0.17669,2.6638,0.78431,-0.051902
0.036772,0.038124,0.47826,0.89306,0.11459,-2.0212,1.5781,1.632,0.17406,0.16546,1.8302,0.6619,0.057658
-0.017406,0.20173,0.51929,0.42,0.11421,-2.3399,1.5818,1.8489,0.20764,0.088393,0.6944,0.5635,0.097534
-0.0076739,0.12872,0.4189,0.89601,0.10053,-2.4803,1.5228,1.4131,0.1968,0.073257,0.22112,0.14146,0.11283
