-0.31284,0.021127,0.40504,1.6432,0.84036,-179.24,0.22405,0.088465,0.18019,0.14408,0.013703
-0.4872,-0.0079277,0.55688,1.6839,0.71719,-166.15,0.25135,0.076455,0.12983,0.12817,0.21547
-0.25042,-0.019419,-0.19182,1.6726,0.75764,-132.65,0.35578,0.087692,0.11051,0.10114,0.64804
-0.31534,-0.010571,-0.64801,1.6691,0.78704,-65.604,0.087387,0.095118,0.10443,0.12722,0.30197
-0.0028992,-0.0064251,-0.70025,1.6554,0.79877,-58.159,0.48281,0.096093,0.10965,0.43941,0.18468
0.050758,-0.0016269,-0.1344,1.6368,0.93019,-10.806,0.82761,0.10967,0.11283,0.49648,-0.012054
-0.031653,0.029166,-0.065678,1.6303,1.0174,10.213,0.53614,0.11434,0.03837,0.97277,0.36153
-0.5132,0.024339,-0.26201,1.6222,1.1041,-1.3736,0.24216,0.11101,0.10949,1.2509,0.56472
-0.45079,0.034601,-1.3622,1.6111,1.1232,-1.4482,0.24681,0.10508,0.11713,1.4481,0.69955
-0.35249,0.025933,-0.78958,1.5889,1.0584,3.0192,0.36562,0.10366,0.056297,1.1259,0.66484
