-0.020362,0.47471,0.22391,1.2143,0.096157,-2.3393,1.4472,1.3009,0.1912,0.094538,0.43563,0.87035,0.074804
-0.0068444,0.33311,0.2836,1.1729,0.10438,-2.4798,1.5408,1.1124,0.16185,0.10575,0.16026,0.25962,0.13601
0.025123,0.32486,0.43328,0.67504,0.11415,-2.3621,1.5818,0.99954,0.22733,0.066635,0.13814,0.21511,0.20686
0.063148,0.34632,0.48132,0.79937,0.10706,-2.0466,1.6001,0.87737,0.15663,0.090187,0.19045,-0.0066965,0.10265
-0.00052511,0.57716,0.48035,1.2815,0.1034,-1.7877,1.5441,1.2747,0.096016,0.05382,1.04,0.42616,0.10947
0.065552,0.27434,0.69898,0.98069,0.11438,-1.2339,1.5609,1.4757,0.10615,0.060947,1.6639,0.33433,0.10579
0.049338,0.31473,0.54819,1.4027,0.10952,-0.75654,1.5762,1.6041,0.11976,0.14377,1.5102,0.061058,0.061592
0.025214,0.3872,0.34911,0.921,0.10568,-0.50147,1.5748,1.3567,0.12369,0.14242,1.464,-0.066407,-0.0026364
0.064517,0.33686,0.39384,0.42555,0.10756,-0.25211,1.5637,1.4744,0.086812,0.18588,1.1801,-0.1691,0.043226
0.011745,0.27009,0.3882,0.14717,0.1161,0.00064793,1.5554,1.3807,0.16235,0.14508,1.1271,0.024063,0.15536
