-0.043865,0.076988,0.29966,0.51683,0.10624,-1.8643,1.4273,1.3368,0.13532,0.093277,1.4812,0.64397,0.0082654,0.26877
0.046033,0.30569,0.46935,0.079673,0.09459,-1.7056,1.5797,1.4002,0.090238,0.091252,1.3474,0.18702,0.12958,0.33741
0.035527,0.17676,0.43378,0.19508,0.10092,-0.69525,1.5882,1.3634,0.18318,0.096988,1.5811,-0.067881,0.15257,0.48469
0.016905,0.13457,0.28133,0.28059,0.11295,-0.80366,1.5848,1.7253,0.14082,0.13801,1.4256,-0.00894,0.084474,0.5705
0.07364,0.32336,0.44426,0.038251,0.14533,-0.5636,1.5813,1.4272,0.093533,0.17715,1.5021,0.15898,0.083768,0.40917
0.059295,0.43581,0.60474,0.066197,0.1137,-6522.1,1.5766,1.4995,0.11374,0.074116,1.8614,0.31363,0.17547,0.46944
0.046647,0.41958,0.55696,0.99415,0.10548,0.0027255,1.5895,1.0201,0.1022,0.13903,2.145,0.31041,0.18048,0.55063
0.044295,0.43436,0.5866,0.5578,0.10845,0.14491,1.5753,0.89522,0.16431,0.13361,2.062,0.25689,0.11236,0.6764
0.0038396,0.32303,0.57486,1.0124,0.1137,0.11618,1.5871,0.98287,0.089768,0.074377,1.9388,0.084176,0.10343,0.68384
0.051172,0.20711,0.48601,0.5255,0.11148,0.084369,1.5674,1.2261,0.06786,0.087353,1.9096,0.39163,0.12675,0.66377
