0.020005,0.27235,0.36891,1.7849,-0.34394,1.573,2.0849,2.7446,0.10115,3.8266,4.7708,3.5906
0.033394,0.24623,0.45264,1.1356,-0.38592,1.6156,1.8579,2.314,0.11842,4.1014,3.2252,2.7343
0.0039505,0.12284,0.50544,0.6778,-0.46178,1.6449,1.2907,1.6413,0.13212,2.7442,1.1746,2.1465
-0.0031042,0.10419,0.40604,1.0531,25.891,1.642,0.89209,1.373,0.11375,2.297,1.1073,1.0113
0.031272,0.089834,0.3607,0.63543,-0.67033,1.6326,1.1998,1.2584,0.10555,1.8538,0.6173,0.66919
0.030905,0.23807,0.37792,0.54179,-0.47236,1.6401,1.2112,1.3416,0.114,1.3747,0.052114,0.79996
0.031204,0.27233,0.39991,0.44906,0.052909,1.6368,1.5901,2.2864,0.10805,1.059,0.12623,0.94368
0.063301,0.18175,0.3121,0.42365,0.64496,1.5974,1.6558,2.5086,0.10487,1.2142,0.28288,0.94866
0.11601,0.23632,0.36364,0.57193,1.1067,1.6161,1.4054,2.399,0.11315,1.7146,0.35771,0.66297
0.077682,0.26839,0.44882,0.80331,1.3922,1.6132,1.064,2.2509,0.11986,2.1611,0.50429,0.86686
