0.032295,0.27391,0.27761,2.5403,0.64803,1.5235,1.9664,2.4776,0.10936,2.6862,5.7196,3.1089
0.017105,0.203,0.40168,1.8894,0.4548,1.5987,1.7072,3.3587,0.086082,3.2533,5.1211,3.5337
0.035727,0.26628,0.53022,1.2743,0.58871,1.5989,1.3885,3.3776,0.11241,3.7514,3.9683,2.4222
0.0055636,0.1383,0.52114,0.5305,0.93811,1.6025,0.76016,1.7284,0.13191,2.4834,1.6183,2.0391
0.017616,0.073789,0.39158,0.70796,2.6092,1.6152,0.58169,1.0505,0.11696,2.0628,1.5236,0.55765
0.036622,0.044329,0.34548,0.42038,0.89912,1.5985,0.93667,0.72281,0.10966,1.6176,0.88203,0.24884
0.093118,0.17871,0.29669,0.51709,0.23354,1.6309,0.89105,0.69229,0.10759,1.1229,0.16306,0.52242
0.012271,0.24813,0.19858,0.5879,0.18655,1.5556,1.4099,1.3148,0.10222,0.83226,0.10941,0.80901
0.065764,0.1627,0.22702,0.58969,0.012049,1.5745,1.3709,1.5378,0.10669,0.62688,0.27428,0.94105
0.092828,0.31642,0.39108,0.38134,-0.82111,1.5754,1.0187,1.8274,0.11276,1.4317,0.30296,0.46117
