0.014536,0.41891,0.3515,1.0927,0.12433,0.00019791,1.7818,2.0235,0.12651,0.11025,0.44449,0.80195,0.050799,0.84499
0.014003,0.40431,0.3912,1.1046,0.12591,0.00019031,1.779,1.85,0.12862,0.10753,0.31833,0.40323,0.077247,0.94984
0.014035,0.47018,0.38045,0.67595,0.12603,0.00017359,1.7749,1.9705,0.13037,0.20864,0.29437,0.49712,0.06462,0.82978
0.013912,0.35013,0.42107,0.76603,0.12599,0.00015724,1.7691,1.8918,0.125,0.27253,0.45285,0.55204,0.050435,0.7844
0.013748,0.39762,0.42732,0.55771,0.12475,0.00013754,1.769,1.7962,0.12995,0.1871,0.79309,0.4976,0.054301,0.73741
0.013762,0.41823,0.43901,0.91549,0.12604,0.00011732,1.7622,1.7041,0.12865,0.20813,1.1248,0.30085,0.054424,0.77349
0.013664,0.39432,0.48391,1.3327,0.12511,0.00010043,1.7583,1.7231,0.12956,0.21189,1.1033,0.41218,0.066886,0.75331
0.013417,0.38605,0.52851,0.98259,0.1248,8.8348e-05,1.7554,1.6691,0.13916,0.10576,1.1121,0.46001,0.021856,0.7443
0.013318,0.35978,0.43041,0.81405,0.12392,8.2499e-05,1.7518,1.6534,0.12903,0.11326,1.133,0.29797,0.060293,0.71956
0.013213,0.3472,0.37524,0.63594,0.12444,7.6679e-05,1.7468,1.6059,0.13001,0.2084,1.149,0.28464,0.073636,0.66839
