0.062941,0.323,0.18726,0.12885,-4.3962,1.5414,0.91826,0.13367,0.43905,0.38061
0.036639,0.20734,0.44729,0.18146,-5.5735,1.6159,0.8411,0.13049,0.85674,0.24179
-0.050725,0.12567,0.43932,-0.25859,-6.5122,1.6218,1.2465,0.1268,0.77358,0.19502
0.091195,0.091256,0.20891,-0.24567,-6.4699,1.6332,0.97433,0.12998,0.76275,0.22442
0.010048,0.28784,0.31137,0.19901,-6.4001,1.6192,1.0357,0.12509,1.3654,0.26696
0.013916,0.27643,0.41617,0.51009,-5.8092,1.6335,0.50828,0.12,1.8483,0.38772
0.0012392,0.40684,0.29809,0.84077,-4.5939,1.6297,0.42908,0.11797,1.5641,0.47985
0.016041,0.28161,0.20564,0.37614,-2.8533,1.5795,0.90424,0.11387,1.3728,0.56443
0.0083609,0.22675,0.2082,0.21831,-0.97695,1.6057,0.79755,0.11173,1.5748,0.7787
0.010031,0.42961,0.24945,0.4933,1.5373,1.5927,0.67908,0.11314,1.4503,0.63905
