-0.0083145,0.19954,0.41506,1.2996,0.091062,-4.3418,1.7741,1.1768,0.1244,0.11045,0.20446,0.49018,0.038807,0.70507
0.056219,0.25779,0.49699,0.61525,0.12065,-3.4852,1.7771,0.81378,0.13835,0.075431,0.65229,0.58112,0.012678,0.43039
-0.0077412,0.37614,0.4739,0.90972,0.11505,-2.5485,1.7673,0.81268,0.14695,0.10302,1.032,0.23462,0.016571,0.43804
-0.0016181,0.42474,0.42703,1.7336,0.10533,-0.70995,1.7694,0.85785,0.14251,0.11337,1.2489,0.17113,0.055041,0.57856
-0.013854,0.58076,0.38248,1.1317,0.11632,-0.40896,1.7713,1.0357,0.15582,0.15438,1.1774,0.14647,0.06677,0.42281
-0.0033846,0.52487,0.13503,1.0622,0.11025,0.0037773,1.762,0.69737,0.13874,0.071459,1.2818,0.19362,0.088653,0.51327
0.0010409,0.3418,-0.0018233,0.38286,0.11377,0.2421,1.749,1.5028,0.12162,0.11006,1.2614,0.46012,0.070218,0.62244
0.0033911,0.22428,0.15536,0.44933,0.11238,0.15618,1.7424,1.8272,0.14299,0.1234,1.2724,0.4966,0.065067,0.56855
0.0024609,0.15172,0.08603,0.9095,0.11085,0.24109,1.7448,1.7751,0.11219,0.037307,1.4527,0.16278,0.10344,0.35704
0.0039612,0.23647,0.11791,1.1811,0.12958,0.25465,1.7435,1.6945,0.11161,0.050421,1.326,0.30569,0.069858,0.29
