0.0073775,0.27707,0.47171,0.15185,0.10052,0.00042675,1.7776,1.1939,0.15015,0.11254,1.328,0.30899,0.081583,0.92245
0.013865,0.16749,0.42031,0.59219,0.11403,0.00042346,1.7665,1.2726,0.15017,0.099221,1.1618,0.29795,0.055218,0.90645
0.0018108,0.12475,0.42068,1.1938,0.10914,0.00042612,1.7698,1.3843,0.14059,0.015396,1.083,0.060053,0.058585,0.70693
0.0098408,0.23113,0.53456,3.0786,0.1212,0.00042047,1.7684,1.5147,0.13808,0.0545,0.57195,0.31307,0.034681,0.58858
0.0023467,0.1352,0.43756,3.5491,0.1064,0.00040915,1.764,2.3566,0.13727,0.065751,0.58434,1.0922,0.0053629,0.66803
0.0081504,0.15056,0.42659,2.6228,0.10519,0.0004218,1.7603,3.0047,0.11592,0.096398,1.135,3.1336,0.0077847,2.7608
0.019959,0.23597,0.38278,2.5444,0.10474,0.00045575,1.7574,3.7611,0.11636,0.20899,1.4187,3.0255,0.022261,2.3099
0.020968,0.13261,0.33819,2.3315,0.11389,0.00046779,1.7478,4.0804,0.13682,0.21937,1.0632,2.7918,0.069629,2.5911
0.011122,0.25172,0.36295,2.425,0.10175,0.00047984,1.7398,4.0744,0.14506,0.30014,0.69365,2.8854,0.097194,2.4549
0.01177,0.27551,0.39116,1.5669,0.11625,0.00051479,1.7374,3.7118,0.12779,0.29856,0.56882,2.9417,0.14064,2.5361
