0.056767,1.1719,1.7684,6.931,-212.46,0.3073,1.2013,0.25343,1.3222,0.19131
0.05788,1.4985,1.7702,6.3718,-179.99,0.088525,1.0092,0.14535,1.0902,0.18977
0.081105,2.3553,1.7688,5.782,-144.88,0.23458,0.74197,0.024914,1.0994,0.1429
0.070229,1.3588,1.7612,2.1942,-117.18,-0.10226,0.60458,0.093918,1.0623,0.24839
0.060866,1.3207,1.7555,1.284,-133.76,0.086338,0.46381,0.058436,0.70298,0.14758
0.072999,1.1036,1.7538,-0.21349,-109.43,0.40682,0.47331,0.15134,0.25146,0.13204
0.019747,0.98943,1.7505,1.1479,-77.986,0.048064,0.31246,0.067886,0.2411,0.32243
0.025872,0.49979,1.7427,1.337,-37.575,-0.017092,0.38727,0.15103,0.44415,0.37681
0.048138,0.40475,1.7397,1.7542,-27.141,0.21028,0.36019,0.064576,0.83642,0.31288
0.078168,0.25728,1.7358,1.8071,-14.002,0.024794,0.26449,0.15714,1.3291,0.31879
