0.023313,0.2459,0.18127,0.19051,-0.0075994,1.6736,1.1754,0.13042,0.32021,0.35547
0.066844,0.49957,0.41007,-0.00045879,-0.014517,1.7013,0.84983,0.13274,-0.0028547,0.5481
0.11528,0.36956,0.4124,0.49604,-0.045886,1.6979,1.117,0.13491,-0.22461,0.47035
0.077665,0.49515,0.3229,0.28372,-0.075269,1.6847,1.1761,0.14175,-0.01625,0.34447
0.058093,0.36018,0.46178,0.31808,-0.05167,1.6855,0.926,0.14029,0.28961,0.17505
-0.046901,0.30064,0.44734,-0.014268,0.048973,1.6881,1.2927,0.13537,0.47978,0.10255
0.096381,0.24763,0.20014,0.0074303,0.20635,1.6818,1.1048,0.13456,0.47055,0.18096
0.029451,0.31257,0.32125,0.20913,0.35476,1.6884,1.118,0.13226,1.1097,0.13982
0.019567,0.27985,0.39281,0.40486,0.45136,1.6779,1.1056,0.12956,1.6592,0.29876
0.034688,0.4025,0.31341,0.85925,0.4522,1.6722,0.8983,0.13895,1.2534,0.44463
