0.023254,0.25065,0.17092,0.51482,0.028069,-0.018798,1.5275,0.9585,1.7637,0.081466,0.6871,0.77456,0.099588
0.016154,0.17547,0.27293,0.75531,0.04704,-0.045275,1.6134,1.0386,2.0852,0.08603,0.88206,0.90604,0.27688
0.017222,0.13544,0.18622,1.4206,0.14167,0.20955,1.6089,1.0012,0.96278,0.10969,0.58938,1.4616,0.28785
0.016712,0.22907,0.31747,1.7843,-0.13589,0.27924,1.6112,1.2294,1.2766,0.11855,0.14654,2.1249,0.64546
0.019249,0.24191,0.20182,1.3193,-0.0041598,0.44653,1.6066,1.4722,2.8599,0.11235,0.95211,4.116,2.2083
0.018082,0.3242,0.16828,1.4937,0.30204,0.37297,1.5771,2.1569,3.8338,0.10839,1.3767,4.3694,2.5488
0.025835,0.47694,0.061053,1.2536,0.35679,0.60761,1.608,2.3885,3.6162,0.11214,1.9793,4.4952,3.093
0.032701,0.33981,0.16845,1.1116,0.45487,0.94481,1.5292,2.1358,2.8009,0.10626,2.3979,4.6667,2.972
0.036077,0.36705,0.33334,0.29799,0.29643,0.7399,1.5484,1.9019,2.5932,0.10232,3.092,4.5434,3.3929
0.044073,0.32226,0.34418,-0.27337,0.30723,0.7045,1.5238,1.8598,2.2615,0.098047,3.3202,3.4893,2.686
