0,3.79156,3.63329,3.5246,2.92006
1,4.18799,4.06726,3.70022,3.74094
2,6.33878,13.8898,6.02718,14.0621
3,12.4,32.6836,12.1316,32.819
4,18.93,56.0226,18.9979,56.1868
5,20.2002,64.6746,20.9664,65.693
6,21.6962,67.3988,25.0174,71.7649
7,23.9091,78.2238,30.6365,86.7058
8,26.4986,86.465,38.1533,98.2135
9,25.4143,82.3966,44.4566,96.0442
