-0.04448,0.20335,0.02383,2.0488,0.15812,-0.84684,0.30788,1.7497,1.2472,1.5902,0.88167,0.17921,0.11057,1.072,-0.080322,0.34415
0.075873,0.67181,0.022863,1.7632,0.16008,-0.99451,0.26297,1.7402,1.2425,2.1611,1.2669,0.015495,0.38452,0.89904,0.12669,0.35974
0.086855,1.5832,0.014631,2.0178,0.16823,-1.264,0.25957,1.732,1.2778,-0.1671,0.62834,0.24736,0.2305,0.82529,-0.21712,-0.40721
0.020373,1.6873,0.00052677,2.0739,0.13222,-0.87955,0.49889,1.7207,1.5467,-1.4749,0.5192,0.24199,0.088521,0.81236,-0.45391,-0.22931
-0.04717,0.22095,0.016213,1.6404,0.10501,-1.2793,0.46567,1.7064,1.5081,-1.4623,-0.54351,0.099026,0.06436,0.6209,-0.48019,0.15404
-0.0039092,0.021112,0.0065325,1.339,0.10254,-0.96692,-0.050059,1.693,1.5884,-1.8385,0.22959,0.18345,0.051133,0.28339,-0.24372,0.3126
0.063993,-0.35445,0.027115,0.72716,0.093752,-1.0595,0.20108,1.6808,1.8112,-1.7088,-0.31385,0.089627,0.0082802,0.37155,-0.065039,0.27119
-0.006677,-0.034691,0.028858,0.59633,0.09838,-0.11297,0.32715,1.6704,1.919,-0.83559,-0.55468,0.13766,0.10483,0.32242,-0.16144,0.37254
0.0075923,0.24119,0.026878,1.3493,0.15077,-0.50905,0.34678,1.6578,2.3802,0.3642,-0.73663,0.021618,0.11471,0.53081,0.12291,0.34162
0.050636,-0.16088,0.049628,1.8024,0.12938,-0.17819,0.13872,1.6432,2.5813,1.3206,-1.0465,0.08716,0.085694,0.39553,0.32083,-0.29399
