-0.0022399,0.26792,0.16587,0.086544,0.043508,0.051885,1.378,0.34106,1.3879,0.61315,0.065146,0.065376,0.62493,0.01723,0.012827,0.18247
0.017938,0.086288,0.15053,0.20662,0.034388,0.043673,1.5571,0.33428,2.1572,0.80331,0.012806,0.10042,0.63621,0.52534,-0.082545,0.58889
-0.023574,0.26362,0.2224,0.75793,0.048439,0.039138,1.5611,0.68945,2.4399,0.53644,-0.021908,0.066038,0.26683,0.53374,-0.1425,0.92019
-0.0020566,0.5159,0.30789,1.4242,0.053563,0.046644,1.5592,0.99128,3.7998,0.41697,0.049859,0.18393,0.15135,1.1746,-0.049099,1.1414
0.0035877,0.41321,0.3088,1.3299,0.053349,0.039499,1.5372,0.71,8.235,2.347,0.1958,0.17011,1.0056,2.4676,0.055671,1.837
-0.03466,0.39986,0.26303,1.1434,0.056187,0.033954,1.5154,0.35497,9.0741,2.7716,0.17818,0.161,0.98622,2.1297,-0.061752,1.6888
-0.098152,0.63057,0.18906,1.6563,0.063269,-0.072947,1.5142,0.46314,10.309,3.9687,0.16773,0.14383,1.1898,2.902,-0.093609,1.2084
0.007753,0.68005,0.24978,1.5529,0.060253,-0.29684,1.5127,0.78469,11.179,4.7223,0.067569,0.08728,1.406,3.0966,-0.01572,1.118
0.032342,0.45436,0.01134,1.1663,0.077044,-0.82335,1.5083,-0.31992,11.793,6.0401,0.074503,0.075898,1.1836,2.6651,0.024323,1.3329
0.054889,0.68583,0.19419,0.98066,0.068246,-1.3201,1.496,-0.58839,10.124,4.06,0.10759,0.18956,0.98306,1.8325,-0.006267,0.99803
