0.021172,0.054256,0.26528,-0.03318,-0.0012231,0.4016,1.516,0.40276,1.4251,0.070683,0.96768,0.12093,0.40936
0.02443,0.092345,0.30483,-0.04034,-0.002642,0.2274,1.6093,1.0166,1.4557,0.092027,0.89948,0.36358,0.47795
0.026968,0.049283,0.29228,0.26212,-0.0037412,0.15207,1.6151,0.71301,1.5446,0.11293,1.1063,0.53637,0.64068
0.026766,0.084132,0.30339,0.28408,-0.0043566,0.00064382,1.6082,0.59378,1.4738,0.099592,1.1779,0.66447,0.5781
0.027632,0.13317,0.36908,1.5745,-0.0039889,0.25402,1.6102,1.0841,0.70614,0.10346,0.82273,0.59379,0.31427
0.030013,0.28237,0.64374,1.8361,-0.0042843,0.24182,1.5809,1.3083,0.77774,0.11013,0.79823,0.50056,0.52927
0.020977,0.28805,0.60746,1.5625,-0.0034219,0.35185,1.5891,1.6668,2.1273,0.11552,1.0784,1.802,2.0378
0.019737,0.19991,0.32924,1.7283,-0.0029714,0.58282,1.5272,1.7727,2.1258,0.105,1.3417,1.6905,2.4034
0.013416,0.097321,0.37505,1.9681,-0.0020406,0.77441,1.5445,1.7942,2.3703,0.10232,1.5627,2.2038,2.5451
0.0066547,0.095263,0.4679,1.7983,-0.0011437,0.91613,1.5401,1.7997,2.3778,0.090114,1.6059,1.9063,2.0862
