-0.17163,-0.46803,-0.39551,-0.28783,-0.36913,-0.34601,-0.15601,-0.10898,-0.081142,-0.18485,-0.14188,-0.26773,-0.22815,-0.77402,-1.3741,-0.96619,-0.16562,-1.1583,-1.3615,-1.3505,-0.24961,-0.11061,-0.37484,-0.25206,-0.38143,-0.44911,-0.10511,-0.28309,-0.091097
-0.28196,-0.43459,-0.80792,-0.38961,-0.58462,-0.39118,-0.15671,-0.20471,-0.18315,-0.3417,-0.28576,-0.38056,-0.24067,-1.034,-1.1243,-1.1747,-0.33674,-1.2228,-1.426,-1.4128,-0.31928,-0.14045,-0.71389,-0.33311,-0.66885,-0.70536,-0.17186,-0.50373,-0.10128
-0.34695,-0.55356,-0.77799,-0.58455,-0.63199,-0.31433,-0.24872,-0.23823,-0.21822,-0.40858,-0.37337,-0.28638,-0.3095,-1.1206,-1.2348,-1.2552,-0.57624,-1.4177,-1.7067,-1.6931,-0.28152,-0.087642,-0.66137,-0.33312,-0.85003,-0.87795,-0.35609,-0.53433,-0.074519
-0.42372,-0.7129,-0.51213,-0.64701,-0.52215,-0.41078,-0.3957,-0.31045,-0.30007,-0.33965,-0.31992,-0.45899,-0.45551,-1.3628,-1.7025,-1.435,-0.81127,-1.7265,-1.8817,-1.8715,-0.29051,-0.2309,-0.41129,-0.36759,-0.81914,-0.84118,-0.45501,-0.64981,-0.14236
-0.37251,-0.78453,-0.33419,-0.66537,-0.41416,-0.5714,-0.37819,-0.36295,-0.34703,-0.34136,-0.29298,-0.42389,-0.55113,-1.4436,-1.8259,-1.7304,-0.91034,-1.972,-1.8777,-1.8726,-0.20371,-0.35718,-0.47798,-0.46792,-0.89288,-0.92943,-0.68121,-0.90826,-0.12458
-0.43571,-0.87246,-0.34195,-0.67477,-0.55046,-0.56776,-0.39646,-0.42836,-0.41134,-0.58611,-0.54487,-0.41003,-0.71414,-1.1861,-1.7232,-1.875,-0.9882,-2.2828,-2.0917,-2.0927,-0.33685,-0.31665,-0.57034,-0.68621,-1.169,-1.2045,-0.7959,-1.2048,-0.29989
-0.62889,-0.9889,-0.41172,-0.54485,-0.64824,-0.6241,-0.38793,-0.5364,-0.51154,-0.5646,-0.51623,-0.51347,-0.68605,-0.95971,-1.8538,-1.9081,-1.2674,-2.4908,-2.5261,-2.5216,-0.43828,-0.23135,-0.55557,-0.89157,-1.3706,-1.3971,-0.81887,-1.1353,-0.1956
-0.86811,-1.029,-0.68877,-0.70371,-0.84211,-0.54314,-0.25831,-0.52783,-0.50086,-0.4475,-0.39601,-0.65128,-0.76703,-1.1012,-1.997,-2.1633,-1.4238,-2.485,-2.7423,-2.7326,-0.38797,-0.22686,-0.49448,-0.98768,-1.4926,-1.5292,-0.89198,-1.0969,-0.26871
-0.88535,-1.1333,-0.92788,-0.54601,-0.98162,-0.47107,-0.46466,-0.44165,-0.43529,-0.46408,-0.40037,-0.53065,-0.884,-1.3164,-2.4989,-2.0882,-1.62,-2.341,-2.7225,-2.7097,-0.52616,-0.31518,-0.50699,-0.95045,-1.6589,-1.7378,-0.99381,-1.1562,-0.33599
-1.0319,-1.1209,-0.82451,-0.60921,-0.99882,-0.32882,-0.56074,-0.65687,-0.6447,-0.35445,-0.30305,-0.42319,-1.021,-1.3763,-2.477,-2.4122,-1.5666,-2.4232,-2.413,-2.4002,-0.6633,-0.50913,-0.63313,-1.0605,-1.8458,-1.9124,-0.98628,-1.1938,-0.27219
