-0.42461,-0.39556,-0.20939,-0.28731,-0.3662,-0.34275,-0.28076,-0.51791,-1.6019,-0.66997,-0.72861,-2.4324,-0.64287,0.18666,-0.57534,-0.55796,-0.65478,-0.40484,-0.39736,-0.18219,0.13646,-0.4849,-0.2007
-0.077384,-0.25117,-0.17378,-0.20438,-0.27523,-0.25535,-0.33737,-0.70363,-1.3301,-0.7557,-0.46953,-2.3555,-0.56581,0.19446,-0.3913,-0.31511,-0.45895,-0.65955,-0.18095,-0.073749,0.11406,-0.67152,-0.054811
0.2004,-0.19611,-0.36026,-0.32044,-0.26721,-0.28334,-0.23103,-0.31681,-1.1987,-0.59578,-0.179,-1.9193,-0.48491,0.31784,-0.23726,-0.24688,-0.51619,-0.57288,-0.21756,-0.1324,0.23766,-0.56668,-0.20315
0.39213,-0.20763,-0.37573,-0.346,-0.27621,-0.2845,-0.18953,-0.40011,-1.0665,-0.57983,-0.10703,-2.073,-0.54309,0.29369,-0.51289,-0.22228,-0.022217,-0.24394,-0.0067854,-0.083089,0.041992,-0.43703,-0.17683
-0.067606,-0.1926,-0.53793,-0.55567,-0.31654,-0.3135,-0.21408,-0.28795,-0.91821,-0.48522,-0.12636,-1.7395,-0.48576,0.32929,-0.2436,-0.32205,-0.045349,-0.012029,-0.021891,-0.010799,-0.073117,-0.44971,-0.26079
-0.089615,-0.15872,-0.56277,-0.53749,-0.28232,-0.27204,-0.048166,-0.15203,-0.87184,-0.57915,-0.15551,-1.281,-0.40099,0.25576,-0.24013,-0.13904,0.06136,0.13147,-0.072737,-0.03239,-0.12078,-0.2519,-0.31874
0.096596,-0.22935,-0.77866,-0.69,-0.26159,-0.24952,0.058931,-0.313,-0.91092,-0.51474,0.014433,-1.2011,-0.4043,0.35123,-0.41143,-0.076009,-0.037653,0.14386,-0.092733,-0.030603,-0.24005,-0.19212,-0.35212
0.43381,-0.032692,-0.61662,-0.46887,-0.30231,-0.31251,0.15526,-0.22946,-0.92077,-0.38984,0.092449,-0.76469,-0.29526,0.4622,-0.35023,-0.17412,0.15182,-0.1032,-0.18468,-0.088622,-0.18647,0.0085008,-0.46289
0.63113,0.12113,-0.048151,0.0059081,-0.27997,-0.28455,0.071469,-0.28705,-0.66149,-0.31178,-0.0050849,-0.89761,-0.23955,0.49181,-0.66323,-0.20942,0.50368,0.22506,-0.088459,-0.18853,-0.051169,-0.15208,-0.53556
0.35939,0.18536,0.0098146,0.019428,-0.19448,-0.18373,0.097036,-0.24614,-0.67998,-0.2838,-0.033389,-0.74108,-0.064394,0.5385,-0.60255,-0.0012784,0.67659,-0.056477,0.061644,-0.22531,0.082529,-0.20156,-0.5337
