-1.0538,-1.7822,-3.2777,-3.6117,-3.548,-2.696,-2.9688,-1.2528,-1.3098,-2.4131,-2.3998,-1.4777,-0.89056,-2.0805,-2.3909,-1.6774,-4.1018,-3.6035,-0.28329,-1.045,-2.7378,-2.5562,-1.7004,-3.3709,-3.2298,-3.2507,-3.6702,-3.8487,-2.9376,-3.694,-3.8408,-2.2086,-2.6076,-2.6315,-1.7348,-3.4712,-0.4314,-1.4846
-1.0873,-1.8586,-3.18,-3.5059,-3.4783,-2.7321,-2.9026,-1.3043,-1.3289,-2.4034,-2.3888,-1.5119,-0.98163,-2.0877,-2.3368,-1.6513,-4.0228,-3.6797,-0.59384,-0.8833,-2.7185,-2.691,-1.7412,-3.2453,-3.1936,-3.2108,-3.4259,-3.885,-2.941,-3.529,-3.5645,-2.2213,-2.4624,-2.478,-1.7421,-3.4152,-0.40962,-1.627
-1.0178,-1.9488,-2.9615,-3.2876,-3.1531,-2.6887,-2.7885,-1.1171,-1.0705,-2.2623,-2.2597,-1.4117,-0.92238,-2.1857,-2.3106,-1.6232,-3.9474,-3.7084,-0.54271,-0.88567,-2.7779,-2.6959,-1.7334,-3.199,-3.1146,-3.1267,-3.3711,-3.8069,-2.944,-3.49,-3.5452,-2.1388,-2.5333,-2.5674,-1.6216,-3.6177,-0.69775,-1.5184
-1.03,-1.8246,-2.8729,-3.0228,-3.1764,-2.6851,-2.6149,-1.0332,-1.0031,-2.0784,-2.0508,-1.4344,-0.959,-2.1961,-2.2736,-1.578,-3.9294,-3.6996,-0.52056,-0.95227,-2.7614,-2.6963,-1.7272,-3.0803,-3.0208,-3.0409,-3.3478,-3.6575,-2.9722,-3.3738,-3.4279,-2.1995,-2.5041,-2.566,-1.4575,-3.7087,-0.58842,-1.5301
-0.94695,-1.7762,-2.8085,-3.0772,-2.9835,-2.5579,-2.4646,-1.0738,-1.1309,-2.2085,-2.2017,-1.4099,-0.94251,-2.3236,-2.2282,-1.5957,-3.6823,-3.6977,-0.38763,-0.96008,-2.7727,-2.4538,-1.582,-2.9823,-2.9665,-2.9859,-3.3836,-3.468,-2.8611,-3.2053,-3.2703,-2.2596,-2.4954,-2.5103,-1.5517,-3.8244,-0.49227,-1.4952
-0.97968,-1.763,-2.6153,-2.9504,-2.7593,-2.3671,-2.6921,-0.95584,-1.025,-2.0148,-2.0115,-1.4317,-0.85984,-2.1235,-2.1491,-1.5799,-3.6373,-3.6466,-0.51804,-0.87882,-2.7143,-2.4414,-1.5925,-2.8033,-2.7889,-2.8024,-3.2528,-3.2844,-2.7054,-2.9909,-3.0644,-2.092,-2.4791,-2.4772,-1.4331,-3.7702,-0.40467,-1.5518
-0.93285,-1.7648,-2.312,-2.6358,-2.4204,-2.3161,-2.8788,-0.97052,-0.91353,-1.9375,-1.9217,-1.2501,-0.83144,-2.0196,-2.0993,-1.4191,-3.4936,-3.5612,-0.33672,-0.88315,-2.6645,-2.5279,-1.4452,-2.6376,-2.6939,-2.7009,-2.9291,-3.1226,-2.4418,-2.887,-2.8536,-2.1159,-2.4844,-2.4861,-1.5118,-3.7414,-0.50814,-1.4462
-0.97525,-1.655,-2.0715,-2.3375,-2.2927,-2.2346,-2.6455,-0.87688,-0.84875,-2.0215,-2.0229,-1.2594,-0.71143,-2.0639,-2.0672,-1.3535,-3.5342,-3.445,-0.18203,-0.77288,-2.6538,-2.4461,-1.3655,-2.5167,-2.6084,-2.6183,-2.7206,-2.7571,-2.3173,-2.7418,-2.4677,-2.0337,-2.3925,-2.4029,-1.5177,-3.7411,-0.59211,-1.3377
-0.88884,-1.5779,-1.9542,-2.1775,-2.0523,-1.9518,-2.3133,-0.89681,-0.92405,-1.8864,-1.8812,-1.1528,-0.61053,-1.6834,-1.9699,-1.2759,-3.3419,-3.3091,-0.19448,-0.74772,-2.6333,-2.3263,-1.4214,-2.2617,-2.374,-2.3805,-2.3883,-2.4462,-2.2191,-2.474,-2.194,-2.1119,-2.2349,-2.2671,-1.5823,-3.7232,-0.41787,-1.3244
-0.8946,-1.546,-1.791,-2.0793,-2.0001,-1.9465,-2.2087,-0.77336,-0.82194,-1.8425,-1.8376,-1.1223,-0.50915,-1.9043,-1.8509,-1.2759,-3.4246,-3.2025,-0.15614,-0.71006,-2.5745,-2.211,-1.1879,-2.1394,-2.1936,-2.2018,-2.217,-2.3902,-2.061,-2.3407,-2.2675,-2.0127,-2.289,-2.3386,-1.6082,-3.4846,-0.36967,-1.225
