-0.21592,0.021614,-0.62022,-0.27727,-0.61641,-0.10798,-0.32894,-0.054762,-0.093168,-0.022819,-0.0063745,-0.10988,-0.056281,-0.063808,-0.034061,-0.056119,-0.058121,-0.1182,-0.049715,-0.053409,-0.1133,-0.011166,-0.0040584,-0.0082126,-0.29957,-0.014979,-0.19272,-0.064732,-0.030056,-0.1868,-0.16712,-0.09303,-0.0093094,-0.11029
-0.44939,-0.016507,-0.98888,-0.56041,-0.88726,-0.36776,-0.53833,-0.09402,-0.058203,-0.1431,-0.11882,-0.18145,-0.073433,-0.047833,-0.19916,-0.14831,-0.14673,-0.24939,-0.10313,-0.11116,-0.20268,-0.045638,-0.040578,-0.034801,-0.37678,-0.17366,-0.41141,-0.21793,-0.093228,-0.27419,-0.34333,-0.16057,-0.032185,-0.14195
-0.58902,-0.057004,-0.85828,-0.53657,-1.0039,-0.43806,-0.69717,-0.23357,-0.24084,-0.26161,-0.24185,-0.25732,-0.1624,-0.032047,-0.50742,-0.27497,-0.24986,-0.51145,-0.10724,-0.11575,-0.30091,-0.12023,-0.11057,-0.15501,-0.6241,-0.33996,-0.6205,-0.28682,-0.15066,-0.22342,-0.19081,-0.26106,-0.12377,-0.20129
-0.8201,-0.071541,-1.1923,-0.78261,-1.3583,-0.53134,-0.90667,-0.46163,-0.52081,-0.38438,-0.36403,-0.353,-0.2478,-0.11623,-0.64613,-0.66507,-0.33834,-0.93529,-0.14448,-0.19346,-0.36597,-0.19461,-0.18604,-0.37527,-0.80691,-0.59743,-0.71907,-0.63634,-0.22126,-0.30815,-0.35062,-0.66265,-0.25345,-0.28003
-1.1105,-0.13926,-1.3095,-1.2761,-1.6086,-0.56714,-1.2571,-0.70126,-0.83972,-0.47559,-0.45706,-0.45944,-0.32203,-0.1336,-0.97847,-1.1149,-0.4474,-1.3802,-0.21576,-0.3208,-0.38514,-0.26888,-0.26431,-0.7027,-1.045,-1.0031,-0.82268,-0.78931,-0.30491,-0.59525,-0.6269,-0.88776,-0.40063,-0.37566
-1.5094,-0.24236,-1.5711,-1.4094,-1.8324,-0.85181,-1.4745,-0.93781,-1.0293,-0.62136,-0.60208,-0.58974,-0.42347,-0.21929,-1.3645,-1.6893,-0.60356,-1.7357,-0.28529,-0.4734,-0.44896,-0.3963,-0.39495,-0.92941,-1.5016,-1.2188,-0.9512,-1.1096,-0.40271,-0.58955,-0.6594,-1.1173,-0.55977,-0.44599
-1.6759,-0.34593,-1.7178,-1.3005,-1.793,-0.89578,-1.6715,-1.2969,-1.312,-0.78274,-0.76437,-0.71907,-0.56158,-0.32429,-1.753,-2.075,-0.75743,-2.0757,-0.40916,-0.5911,-0.68226,-0.55551,-0.55107,-1.0915,-1.957,-1.3876,-1.0973,-1.2851,-0.51487,-0.77069,-0.81403,-1.0143,-0.71647,-0.51945
-1.6668,-0.41031,-2.0858,-1.6645,-2.3161,-0.99391,-1.7794,-1.4199,-1.4817,-0.98264,-0.95684,-0.82978,-0.74162,-0.45045,-1.9019,-2.5254,-0.93827,-2.3129,-0.56695,-0.726,-0.77155,-0.73523,-0.73424,-1.1216,-2.1885,-1.5768,-1.3492,-1.6,-0.66016,-0.98867,-1.033,-1.2569,-0.87251,-0.60218
-1.7808,-0.44565,-2.174,-1.9855,-2.3046,-1.2531,-2.2044,-1.5657,-1.6437,-1.1343,-1.1119,-0.99436,-0.85311,-0.62472,-2.2112,-2.6907,-1.1274,-2.4908,-0.73135,-0.91863,-0.84334,-0.93996,-0.94442,-1.4096,-2.3083,-1.8126,-1.5303,-1.8499,-0.81571,-1.2337,-1.2907,-1.359,-1.0681,-0.7407
-2.1061,-0.56204,-1.9493,-2.0281,-2.2968,-1.5549,-2.322,-1.7503,-1.7825,-1.2837,-1.2685,-1.2027,-1.013,-0.87017,-2.377,-2.7391,-1.3384,-2.6633,-0.87593,-1.0861,-1.0537,-1.1591,-1.1563,-1.5863,-2.4904,-2.1704,-1.7609,-1.903,-1.003,-1.2505,-1.3523,-1.5265,-1.2321,-0.91656
