0.038188,-0.055929,-0.16916,-0.20905,-0.15126,-0.042528,-0.18294,-0.11141,-0.10831,-0.096545,-0.10286,-0.20377,-0.81992,-0.30309,-0.15742,-0.2523,-0.082478,-0.13853,-0.14349,-0.2261,-0.27965,-0.27732,-0.213,-0.20318,-0.082605,-0.2111,-0.1954,-0.12263,-0.14999,-0.23447,-0.20546,-0.079252,-0.11582,-0.052033,-0.11918
-0.20184,-0.04056,-0.41774,-0.28991,-0.41888,-0.27487,-0.38031,-0.28874,-0.28099,-0.2585,-0.17417,-0.31637,-1.1504,-0.48518,-0.30282,-0.4383,-0.18655,-0.25145,-0.27263,-0.36182,-0.41747,-0.41533,-0.47461,-0.42451,-0.19677,-0.45794,-0.40395,-0.27931,-0.28627,-0.33318,-0.40171,-0.1879,-0.28941,-0.083208,-0.18669
-0.18687,-0.20395,-0.65996,-0.4463,-0.73085,-0.52583,-0.58557,-0.5088,-0.50451,-0.43341,-0.25041,-0.45092,-1.4428,-0.66349,-0.414,-0.65037,-0.30596,-0.39635,-0.42148,-0.50032,-0.54901,-0.54554,-0.69761,-0.69103,-0.33131,-0.66802,-0.63519,-0.43726,-0.46294,-0.50119,-0.58731,-0.33401,-0.51313,-0.18776,-0.43334
-0.28165,-0.36369,-0.93389,-0.62652,-0.98844,-0.69447,-0.8342,-0.77065,-0.7814,-0.6965,-0.3586,-0.63167,-1.6957,-0.8572,-0.59574,-0.85354,-0.43376,-0.54603,-0.58626,-0.63559,-0.66821,-0.66374,-0.90759,-1.0054,-0.47121,-0.88592,-0.87986,-0.6483,-0.66401,-0.70487,-0.78776,-0.50901,-0.77996,-0.34822,-0.64349
-0.39828,-0.52437,-1.1871,-0.81634,-1.1635,-0.81868,-1.0844,-1.0255,-1.0319,-0.98737,-0.44859,-0.85022,-1.9114,-1.07,-0.76482,-1.0955,-0.559,-0.70542,-0.76644,-0.77503,-0.79406,-0.78561,-1.0538,-1.3272,-0.62616,-1.0686,-1.0668,-0.87193,-0.84408,-0.84043,-0.99877,-0.69797,-1.0428,-0.56089,-0.92534
-0.46108,-0.65303,-1.4347,-1.0146,-1.4446,-0.99207,-1.1619,-1.3505,-1.3525,-1.2029,-0.5396,-1.0282,-2.0905,-1.2737,-0.91816,-1.3092,-0.69497,-0.85715,-0.93175,-0.91061,-0.88974,-0.88351,-1.1422,-1.6634,-0.79944,-1.1983,-1.242,-1.0843,-1.0248,-1.009,-1.1863,-0.90267,-1.3161,-0.77425,-1.0713
-0.53212,-0.76831,-1.5392,-1.2455,-1.7147,-1.0645,-1.356,-1.5636,-1.5686,-1.4126,-0.7052,-1.2607,-2.2275,-1.4888,-1.0977,-1.4695,-0.83578,-0.98831,-1.0914,-1.0512,-0.99991,-0.99597,-1.2144,-1.982,-0.97289,-1.2929,-1.3923,-1.3339,-1.197,-1.1615,-1.3242,-1.1173,-1.6038,-1.021,-1.1985
-0.66131,-0.91952,-1.4239,-1.4957,-1.6881,-1.0291,-1.6376,-1.8015,-1.8019,-1.5896,-0.85797,-1.4574,-2.3482,-1.6913,-1.2796,-1.5942,-0.97239,-1.1074,-1.2447,-1.1736,-1.1129,-1.1128,-1.3,-2.2843,-1.1606,-1.3896,-1.5819,-1.5897,-1.3518,-1.3059,-1.4191,-1.3464,-1.8598,-1.2649,-1.2911
-0.92741,-1.0584,-1.3058,-1.6879,-1.59,-0.97138,-1.8263,-1.9985,-1.9991,-1.7314,-0.93481,-1.5732,-2.4317,-1.8634,-1.4793,-1.7141,-1.0927,-1.224,-1.3763,-1.3115,-1.2315,-1.2351,-1.4031,-2.5287,-1.348,-1.3992,-1.7841,-1.8101,-1.5003,-1.4572,-1.5226,-1.5653,-2.0661,-1.4503,-1.2074
-1.2226,-1.2367,-1.3326,-1.9051,-1.6676,-0.9878,-1.984,-2.1956,-2.1864,-1.907,-1.0492,-1.7617,-2.486,-2.033,-1.5988,-1.8406,-1.1966,-1.3127,-1.4993,-1.4475,-1.3802,-1.3851,-1.5145,-2.7262,-1.5291,-1.3829,-1.9392,-2.0157,-1.6362,-1.6028,-1.6368,-1.7665,-2.2484,-1.5685,-1.2011
