-0.4639,-0.22393,0.35055,0.11234,-0.043226,-0.032976,-0.16273,-0.29506,-0.12533,-0.30982,-0.025687,0.056283,-0.042934,-0.034738,-0.17234,0.10417,-0.017212,-0.31145,0.021943,-0.0057268,-0.16496,-0.001462
-0.78152,0.053824,0.39444,0.022931,-0.26547,-0.26122,-0.11606,-0.37423,-0.22202,-0.39746,-0.05101,-0.15322,0.047472,0.052167,-0.13966,-0.25299,0.059034,-0.34868,-0.037475,-0.076789,-0.35979,0.064378
-0.57298,-0.3178,0.57801,0.11332,-0.42876,-0.41949,-0.048159,-0.22289,-0.1581,-0.47845,-0.16351,-0.49931,-0.33998,-0.33391,-0.15341,-0.032138,-0.12164,-0.1361,-0.20627,-0.2745,-0.52145,0.048504
-0.8476,-0.42723,0.42041,-0.03786,-0.69216,-0.68933,-0.16934,-0.3972,-0.25397,-0.57209,-0.54586,-0.51276,-0.14364,-0.14833,-0.12482,-0.029274,-0.064347,-0.33626,-0.25069,-0.38381,-0.81864,-0.058998
-0.96833,-0.77093,0.34436,-0.0043305,-0.94064,-0.94774,-0.42076,-0.81789,-0.67464,-0.7195,-0.65989,-0.86215,-0.54272,-0.5617,-0.21943,-0.067275,-0.46583,-0.38463,0.0084056,-0.091327,-0.83794,-0.14177
-0.69428,-0.80672,-0.28193,-0.12352,-0.91779,-0.90129,-0.56202,-0.86686,-1.0424,-0.90647,-0.92948,-0.5303,-0.67979,-0.66476,-0.49307,-0.31508,-0.61697,-0.45348,0.016817,-0.063964,-0.90058,-0.21763
-1.0293,-0.99213,-0.13934,-0.13265,-1.0806,-1.0722,-0.56041,-1.1928,-1.6789,-0.8656,-1.1983,-0.92688,-0.73199,-0.73087,-0.81245,-0.028906,-0.69429,-0.067453,-0.29503,-0.36859,-1.109,-0.18298
-0.99952,-0.82247,-0.33214,-0.42276,-1.0561,-1.0502,-0.57188,-1.3144,-2.1224,-0.85861,-1.2266,-0.89262,-0.51919,-0.50749,-0.89589,-0.098456,-0.4384,0.0018447,-0.25466,-0.32878,-1.4219,-0.16492
-0.97789,-0.81588,-0.56755,-0.63285,-1.2637,-1.2486,-0.64722,-1.5517,-2.1861,-0.89691,-1.3939,-1.2775,-0.78213,-0.7715,-1.2665,-0.29703,-0.46401,-0.43917,-0.44332,-0.51089,-1.413,-0.28033
-1.3187,-0.49009,-0.88038,-1.0211,-1.3485,-1.3239,-0.70469,-1.5695,-2.1003,-0.82481,-1.3853,-1.2693,-1.2337,-1.2516,-1.4073,-0.83534,-0.49429,-0.55661,-0.58084,-0.70187,-1.5485,-0.48114
