-0.073969,-0.32983,-0.46121,-0.47339,-0.38874,-0.37057,-0.36249,-0.23835,-0.067395,-0.17303,-0.30786,-0.74366,-0.33328,-0.23452,-0.20767,-0.028658,-0.66755,-0.036968,0.042047,-0.041453,-0.12274,-0.092241,-0.09815,-0.22975,-0.17874,-0.4625,-1.2652,-0.78042,-0.12581,-0.024459,-0.28848,-0.032729,0.035955
-0.09588,-0.55055,-0.78484,-0.64715,-0.5011,-0.55596,-0.55504,-0.37655,-0.2482,-0.26914,-0.56839,-0.97251,-0.46392,-0.51012,-0.39146,-0.0085177,-1.0862,-0.088989,0.12448,0.016009,-0.22272,-0.23181,-0.23824,-0.24703,-0.6267,-0.61607,-1.4421,-1.1002,-0.13664,0.00095109,-0.43607,-0.0096932,0.026452
-0.17388,-0.99903,-1.1579,-1.1399,-1.0243,-0.61772,-0.60785,-0.49871,-0.45964,-0.36739,-0.62506,-1.0868,-0.64716,-0.6849,-0.30443,-0.0054849,-1.4449,-0.15689,0.098555,-0.16851,-0.36453,-0.36702,-0.37828,-0.39136,-0.63979,-0.70752,-1.4111,-1.1818,-0.22847,-0.23232,-0.62685,-0.062043,0.15047
-0.26962,-1.4119,-1.2725,-1.2999,-1.2314,-0.80397,-0.78088,-0.57883,-0.56588,-0.44113,-0.93871,-1.1084,-0.81783,-0.86554,-0.42552,-0.038729,-1.8489,-0.22886,-0.028175,-0.43546,-0.51314,-0.52562,-0.54305,-0.53225,-0.82494,-0.94117,-1.6901,-1.103,-0.36281,-0.20363,-0.95451,-0.10738,0.13359
-0.29504,-1.8616,-1.7776,-1.6413,-1.5655,-0.89233,-0.87553,-0.66105,-0.64933,-0.5736,-0.9628,-1.3019,-0.86592,-1.0033,-0.60147,-0.21821,-1.9816,-0.31856,-0.27117,-0.56847,-0.61991,-0.59888,-0.61769,-0.70157,-0.96012,-1.205,-1.9485,-1.3586,-0.66451,-0.2337,-1.1358,-0.13522,0.10526
-0.35009,-2.0445,-1.6513,-1.756,-1.6131,-1.0421,-1.0488,-0.8394,-0.7416,-0.75704,-1.0402,-1.6823,-1.0179,-0.78004,-0.65115,-0.42881,-1.8568,-0.42427,-0.27161,-0.42997,-0.79019,-0.74721,-0.76898,-0.82714,-1.1477,-1.334,-2.0195,-1.2704,-0.73388,-0.28845,-1.3547,-0.17609,0.13275
-0.74687,-2.1425,-1.9839,-1.8472,-1.7358,-1.3116,-1.3302,-1.0058,-0.93908,-0.92203,-1.034,-1.9385,-1.1541,-0.99857,-0.7935,-0.54474,-1.9334,-0.52879,-0.4295,-0.68384,-1.0578,-0.89161,-0.90822,-1.0344,-1.3524,-1.5482,-2.1854,-1.4365,-0.84409,-0.59534,-1.5567,-0.23537,0.23039
-1.052,-2.3004,-2.0814,-1.9138,-1.8145,-1.5997,-1.6198,-1.1884,-1.075,-0.98755,-1.3454,-2.1506,-1.0736,-1.0248,-0.89453,-0.54341,-1.9604,-0.65735,-0.42233,-0.55689,-1.2259,-1.0752,-1.0902,-1.0835,-1.5628,-1.9204,-2.1298,-1.5938,-1.0368,-0.81873,-1.5866,-0.37972,0.19137
-1.1118,-2.7198,-2.3585,-2.0916,-1.9718,-1.6767,-1.6779,-1.2628,-1.1586,-1.1104,-1.3334,-2.3056,-1.2594,-1.3157,-0.99419,-0.76951,-2.4,-0.80144,-0.33972,-0.93467,-1.3905,-1.3,-1.3212,-1.2733,-1.8714,-2.2022,-2.2955,-1.7615,-1.0979,-0.9869,-1.6195,-0.47088,0.0075195
-1.5217,-2.7964,-2.5067,-2.0825,-2.0064,-1.8001,-1.8155,-1.483,-1.2813,-1.3059,-1.4423,-2.3593,-1.4536,-1.3751,-1.1257,-1.0003,-2.324,-0.89998,-0.38497,-0.87226,-1.517,-1.5295,-1.5436,-1.2024,-1.9779,-2.3474,-2.4089,-2.0587,-1.4082,-1.282,-1.7703,-0.65189,-0.17249
