1,2,4,6,7,8,9,10,11,12,13,14,15,16,17,20,21,23,24,26,27,28,29,30,31,32,33,37,38,39,40
-0.44,-0.48,-0.173,-0.62,-1.831,-3.305,-3.402,-2.48,-2.483,-2.019,-0.679,-0.35,-1.199,-1.274,-1.188,-1.029,-0.983,-0.17,-0.236,-0.201,-0.199,-0.233,-0.432,-0.867,-0.581,-0.43,-0.484,-0.371,-0.451,-0.711,-1.302
-0.354,-0.513,-0.257,-0.409,-1.315,-3.044,-3.088,-1.759,-1.769,-1.848,-0.549,-0.541,-0.89,-0.999,-0.87,-1.017,-0.413,-0.275,-0.21,-0.107,-0.105,-0.242,-0.422,-0.607,-0.403,-0.307,-0.36,-0.493,-0.371,-1.373,-1.348
-0.269,-0.662,-0.201,-0.266,-1.073,-2.903,-3.05,-0.765,-0.76,-1.085,-0.424,-0.475,-1.147,-1.328,-1.06,-0.28,-0.261,-0.35,-0.078,-0.067,-0.066,-0.229,-0.407,-0.458,-0.264,-0.184,-0.376,-0.334,-0.335,-1.687,-1.984
-0.327,-0.556,-0.197,-0.163,-0.557,-2.47,-2.455,-0.55,-0.541,-0.895,-0.321,-0.169,-1.368,-2.157,-1.465,-0.337,-0.384,-0.349,-0.083,-0.094,-0.094,-0.165,-0.301,-0.303,-0.207,-0.149,-0.332,-0.213,-0.387,-1.397,-1.766
-0.331,-0.342,-0.192,-0.137,-0.36,-1.531,-1.557,-0.417,-0.405,-0.66,-0.279,-0.272,-0.942,-2.215,-1.06,-0.412,-0.356,-0.265,-0.098,-0.106,-0.105,-0.131,-0.23,-0.239,-0.171,-0.143,-0.337,-0.138,-0.561,-1.083,-1.584
-0.308,-0.226,-0.183,-0.141,-0.364,-0.457,-0.443,-0.368,-0.36,-0.404,-0.182,-0.341,-0.426,-1.273,-0.489,-0.328,-0.153,-0.135,-0.052,-0.045,-0.044,-0.091,-0.182,-0.15,-0.091,-0.101,-0.202,-0.089,-0.572,-0.811,-1.41
-0.307,-0.191,-0.161,-0.138,-0.336,-0.293,-0.274,-0.289,-0.283,-0.254,-0.137,-0.154,-0.247,-0.207,-0.261,-0.258,-0.177,-0.053,-0.022,-0.01,-0.011,-0.06,-0.151,-0.113,-0.058,-0.065,-0.107,-0.026,-0.418,-0.542,-1.128
-0.205,-0.151,-0.113,-0.06,-0.164,-0.085,-0.064,-0.156,-0.15,-0.106,-0.074,-0.055,-0.137,-0.124,-0.136,-0.145,-0.128,-0.023,-0.024,-0.001,-0.001,-0.023,-0.088,-0.075,-0.052,-0.025,-0.108,0.0,-0.236,-0.31,-0.736
-0.099,-0.082,-0.036,-0.015,-0.07,-0.026,-0.006,-0.052,-0.045,-0.053,-0.04,-0.062,-0.092,-0.065,-0.085,-0.141,-0.09,-0.011,-0.012,0.0,0.0,-0.003,-0.038,-0.021,-0.013,-0.001,-0.076,-0.005,-0.112,-0.109,-0.284
