-0.72036,-2.1861,-2.6843,-2.8612,-2.8797,-1.0325,-1.4247,-2.0935,-0.60531,-1.1502,-2.2132
-0.5129,-1.3773,-2.8428,-2.8602,-2.808,-0.60261,-1.489,-1.9077,-0.4955,-0.97476,-1.9737
-0.15913,-1.3044,-2.5278,-2.8384,-2.6686,-0.44263,-1.3641,-1.6934,-0.65742,-0.93745,-1.7512
-0.38754,-1.5049,-2.3796,-2.5507,-2.2207,-0.46233,-1.0275,-1.5316,-0.37912,-0.82421,-1.5055
-0.39676,-1.1589,-2.2823,-2.5756,-1.9847,-0.31595,-0.60391,-1.4463,-0.33866,-0.95383,-1.227
-0.25809,-1.4796,-2.2741,-2.4562,-2.0984,-0.066973,-0.8026,-1.3435,-0.27544,-0.74457,-1.07
-0.15054,-1.3037,-2.125,-2.2128,-1.8149,0.15674,-0.94071,-1.1705,0.14882,-0.88528,-1.067
-0.21166,-1.0403,-1.722,-2.0467,-1.6111,0.19237,-0.50808,-0.95454,0.06435,-0.51596,-1.0523
-0.16623,-1.1274,-1.5618,-1.9285,-1.6992,0.29226,-0.47611,-0.80578,0.1848,-0.25088,-0.94772
-0.14222,-1.2684,-1.2731,-1.7992,-1.6877,0.4837,-0.34395,-0.67377,0.35887,-0.35403,-0.8928
