-0.026843,-0.1976,-0.26776,-0.151,-0.07691,0.015466,-0.030812,-0.066309,-0.024105,-0.13561,-0.051494,-0.0043977,-0.0015451,0.012199,0.07686,0.00090376,-0.0069589,-0.052273,-0.05718,-0.22131
-0.062091,-0.40139,-0.44862,-0.38292,-0.13377,-0.008957,-0.065791,-0.11135,-0.065745,-0.35968,-0.10764,-0.025261,-0.019171,-0.1974,0.016725,-0.1788,-0.016508,-0.079486,-0.10894,-0.40459
-0.018204,-0.65663,-0.87835,-0.60577,-0.33702,-0.050319,-0.10065,-0.13932,-0.12068,-0.51695,-0.1488,-0.06663,-0.063837,-0.42837,-0.17857,-0.45323,-0.075976,-0.11922,-0.14659,-0.59693
-0.080996,-1.1265,-1.0994,-1.1018,-0.61105,-0.11774,-0.14853,-0.21589,-0.1971,-0.89717,-0.24677,-0.13157,-0.1252,-0.79143,-0.36284,-0.8688,-0.14149,-0.22415,-0.252,-0.88003
-0.11038,-1.4251,-1.5425,-1.4416,-0.89737,-0.23992,-0.22323,-0.31414,-0.29517,-1.279,-0.40122,-0.23377,-0.22809,-1.0786,-0.52809,-1.2723,-0.21703,-0.3132,-0.32682,-1.0501
-0.10743,-1.7578,-1.7363,-1.8239,-1.1613,-0.39624,-0.33759,-0.41209,-0.42593,-1.5079,-0.45442,-0.36055,-0.35914,-1.2785,-0.93384,-1.6219,-0.30603,-0.42326,-0.44179,-1.2258
-0.16465,-1.9995,-2.0519,-2.0966,-1.5409,-0.51836,-0.45579,-0.53743,-0.58321,-1.9058,-0.60101,-0.46932,-0.47181,-1.5497,-1.4356,-1.8446,-0.45005,-0.58078,-0.59401,-1.3498
-0.26374,-2.2157,-2.2449,-2.2173,-1.8353,-0.63073,-0.56687,-0.66418,-0.76522,-2.1985,-0.71503,-0.6131,-0.61897,-1.6278,-1.6652,-2.0807,-0.596,-0.71258,-0.73277,-1.5088
-0.41788,-2.4011,-2.3495,-2.4263,-2.1006,-0.77433,-0.71208,-0.8033,-0.96107,-2.3829,-0.94536,-0.80232,-0.8013,-1.709,-1.8333,-2.1267,-0.70272,-0.90934,-0.91987,-1.7841
-0.59449,-2.4831,-2.595,-2.5192,-2.1751,-0.90953,-0.87911,-0.96695,-1.1664,-2.5421,-1.1183,-0.93507,-0.9364,-2.1001,-2.0806,-2.1838,-0.88868,-1.1304,-1.1327,-1.8718
