2,3,4,5,6,7,9,13,14,24,25,26,27,28,29,31,32,33,34,35,36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001,-0.002,-0.006,0.0,-0.011,-0.008,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,-0.015,-0.004,-0.002,-0.002,-0.011,-0.044,-0.033
-0.01,-0.079,-0.16,-0.07,-0.131,-0.07,-0.051,-0.024,-0.02,-0.028,-0.076,-0.073,-0.071,-0.02,-0.108,-0.189,-0.052,-0.032,-0.059,-0.095,-0.141
-0.051,-0.183,-0.27,-0.202,-0.282,-0.268,-0.167,-0.067,-0.064,-0.077,-0.189,-0.195,-0.195,-0.105,-0.242,-1.143,-0.135,-0.08,-0.102,-0.139,-0.362
-0.093,-0.417,-0.503,-0.474,-0.428,-0.812,-0.343,-0.144,-0.117,-0.14,-0.24,-0.246,-0.244,-0.262,-0.4,-1.895,-1.354,-0.121,-0.179,-0.215,-0.584
-0.124,-1.12,-1.042,-1.221,-0.481,-1.309,-0.437,-0.266,-0.177,-0.226,-0.32,-0.324,-0.323,-0.462,-0.518,-2.406,-2.503,-0.177,-0.295,-0.328,-0.804
-0.161,-1.488,-1.682,-1.616,-2.777,-2.02,-0.905,-0.488,-0.254,-0.352,-0.335,-0.336,-0.333,-0.674,-0.887,-0.967,-2.941,-0.288,-0.472,-0.503,-1.426
-0.219,-1.361,-1.712,-1.421,-3.237,-2.678,-1.032,-0.699,-0.427,-0.549,-0.306,-0.303,-0.3,-0.884,-2.502,-0.857,-3.276,-0.463,-0.718,-0.746,-1.958
-0.331,-1.78,-1.732,-1.885,-1.202,-3.459,-1.15,-0.865,-0.704,-0.741,-0.381,-0.367,-0.364,-1.128,-2.905,-1.512,-3.677,-0.655,-0.991,-1.016,-2.348
-0.539,-1.419,-0.989,-1.273,-3.709,-3.546,-1.665,-0.905,-1.399,-0.714,-0.775,-0.634,-0.63,-1.384,-3.149,-0.971,-3.89,-0.897,-1.271,-1.298,-2.143
-0.842,-1.036,-1.453,-1.121,-3.716,-3.499,-1.823,-0.679,-1.535,-0.819,-0.959,-1.305,-1.301,-1.633,-3.346,-0.882,-4.019,-1.179,-1.584,-1.605,-2.359
-1.177,-1.542,-1.963,-1.724,-3.799,-3.683,-2.03,-1.059,-1.612,-1.272,-1.575,-1.794,-1.785,-1.883,-3.492,-2.362,-3.873,-1.467,-1.867,-1.887,-3.074
-1.49,-2.589,-3.15,-2.71,-3.91,-3.85,-2.264,-0.784,-1.845,-1.519,-2.306,-2.115,-2.108,-2.117,-3.608,-3.852,-3.879,-1.756,-2.154,-2.177,-2.733
-1.793,-3.487,-4.136,-3.747,-4.015,-3.983,-2.484,-1.89,-2.11,-1.177,-2.104,-2.514,-2.517,-2.329,-3.739,-3.782,-3.925,-2.042,-2.407,-2.439,-2.952
-1.986,-4.428,-4.493,-4.567,-3.913,-4.11,-2.693,-2.171,-2.268,-1.957,-1.158,-1.231,-1.225,-2.533,-3.842,-3.786,-3.983,-2.313,-2.679,-2.706,-3.215
-2.066,-4.26,-4.445,-4.383,-4.097,-4.215,-2.881,-2.148,-1.344,-3.099,-1.113,-1.055,-1.046,-2.71,-3.943,-3.815,-4.021,-2.565,-2.93,-2.953,-3.241
