0.21183,-0.088363,-0.13128,-0.1108,0.081295,-0.089231,-0.090272,0.076901,-0.071668,-0.05878,-0.032177,-0.15568,-0.036021,-0.17425,-0.34471,-0.22499,-0.038087,-0.32344,-0.51699,0.016566,-0.27192,-0.20413,-0.19043,0.036549,0.11075,-0.0016419,-0.16343,-0.085523,0.040266,-0.12004,-0.14145,-0.46609,-0.092382,-0.19628,-0.13099,0.018221
0.22197,-0.37635,-0.17198,-0.26976,0.03996,-0.06571,-0.39345,-0.086937,-0.22678,-0.21705,-0.075538,-0.26525,0.005661,-0.31816,-0.84801,-0.36815,-0.50952,-0.57972,-0.87332,-0.039359,-0.052353,-0.51931,-0.51747,0.095187,-0.035627,-0.052898,-0.24238,-0.11819,0.078552,-0.21988,-0.26349,-0.63416,-0.17016,-0.35803,-0.3843,-0.030536
0.30749,-0.17732,-0.38209,-0.30209,-0.011797,-0.080293,-0.39447,-0.08685,-0.23761,-0.24629,-0.15304,-0.3099,-0.24271,-0.47691,-1.2029,-0.52532,-0.94052,-0.76609,-1.2132,-0.080117,-0.11002,-0.65716,-0.63357,0.15888,-0.19131,-0.20859,-0.46375,-0.15624,0.12702,-0.37256,-0.40066,-0.73285,-0.24045,-0.63932,-0.69203,-0.068681
0.20611,-0.33003,-0.51735,-0.29671,-0.054577,-0.21588,-0.13559,-0.0211,-0.48354,-0.44568,-0.13595,-0.34851,-0.25021,-0.65096,-1.4594,-0.70171,-1.0371,-1.0068,-1.5196,-0.2654,-0.3607,-0.69918,-0.68953,0.35063,-0.097666,-0.38112,-0.44119,-0.17754,-0.023947,-0.60852,-0.68937,-0.9318,-0.27476,-0.88493,-0.97851,-0.028927
-0.15354,-0.64914,-0.66,-0.62133,0.079535,-0.23634,-0.48071,-0.36224,-0.49978,-0.45839,-0.08735,-0.30623,-0.27016,-0.88476,-1.8593,-0.93907,-1.1514,-1.2833,-1.7128,-0.6139,-0.57984,-0.48017,-0.43862,0.47184,0.011742,-0.38741,-0.42361,-0.46761,-0.020089,-0.88116,-0.9507,-1.2566,-0.44628,-1.1829,-1.2441,0.036837
-0.54972,-0.67108,-1.2072,-0.98395,-0.044453,-0.26691,-0.68737,-0.47959,-0.79171,-0.7494,-0.12645,-0.42591,-0.32416,-1.083,-2.1579,-1.0265,-1.2689,-1.4733,-2.0823,-0.82704,-0.51041,-0.55546,-0.53153,-0.028255,-0.07194,-0.49018,-0.56983,-0.42005,-0.17895,-1.0406,-1.0872,-1.5475,-0.53781,-1.4482,-1.4757,0.025896
-0.68864,-0.73659,-1.2646,-1.2572,-0.043833,-0.3213,-0.74798,-0.59416,-0.91276,-0.90971,-0.33607,-0.52164,-0.38126,-1.3783,-2.3785,-1.1852,-1.2834,-1.684,-2.284,-1.1039,-0.7048,-0.81574,-0.81768,-0.16401,-0.17637,-0.79653,-0.63771,-0.52632,-0.1318,-1.1936,-1.2268,-1.7616,-0.71184,-1.6754,-1.6658,0.012391
-0.86954,-0.9007,-1.6038,-1.1189,-0.12765,-0.38082,-0.45414,-0.47225,-1.1875,-1.166,-0.43861,-0.71684,-0.49761,-1.7027,-2.5598,-1.415,-1.5109,-1.9223,-2.3563,-1.27,-0.84081,-0.58893,-0.58311,-0.56939,-0.26087,-0.85024,-0.57437,-0.53492,-0.17381,-1.2988,-1.3617,-1.7451,-0.94162,-1.8059,-1.8178,-0.039092
-0.87865,-0.95419,-1.381,-1.0663,-0.074305,-0.44717,-0.66612,-0.5397,-0.99246,-0.97983,-0.49065,-0.77618,-0.70466,-1.8325,-2.764,-1.5649,-1.4707,-2.1524,-2.6419,-1.4819,-0.87887,-0.40351,-0.37613,-0.39907,-0.31428,-0.83352,-0.55379,-0.5335,-0.35415,-1.5795,-1.6287,-1.7797,-1.0309,-1.9876,-1.9213,-0.1288
-0.71361,-0.97311,-1.5204,-1.4372,-0.19292,-0.52913,-0.856,-0.87071,-1.5856,-1.5867,-0.57284,-0.68373,-0.50932,-2.1985,-2.8989,-1.8285,-1.2032,-2.2654,-2.7593,-1.6759,-0.79021,-0.33181,-0.32794,-0.52112,-0.33846,-1.1312,-0.62204,-0.951,-0.49189,-1.8826,-1.8687,-1.8326,-1.2496,-2.1677,-2.0144,-0.15773
