1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-2.069,-0.25,-1.192,-1.37,-2.126,-1.962,-0.783,-2.166,-2.188,-0.343,-0.318,-0.956,-0.358,-0.716,-0.258,-1.513,-0.581,-1.712,-0.732,-0.908,-2.593,-0.001,-0.821,-0.888,-1.167,-0.971,-0.995,-1.88,-0.451,-0.452,-1.861,-1.03,-0.515,0.0,0.0,-1.548,-0.274,-0.65,-0.687,-0.145
-2.571,-0.416,-2.222,-1.616,-2.643,-2.473,-0.76,-2.499,-2.56,-0.296,-0.286,-0.629,-0.48,-1.077,-0.383,-1.843,-0.842,-3.128,-1.614,-1.267,-2.586,-0.002,-1.149,-1.174,-1.506,-1.331,-1.35,-2.355,-0.622,-0.864,-2.361,-1.861,-0.798,0.0,0.0,-0.74,-0.506,-0.982,-1.142,-0.176
-2.916,-0.733,-2.644,-1.989,-2.96,-2.948,-0.431,-1.014,-1.038,-0.446,-0.434,-0.555,-0.697,-1.408,-0.451,-2.105,-1.128,-3.647,-2.076,-1.621,-3.077,-0.25,-1.483,-1.567,-1.822,-1.648,-1.658,-2.692,-0.891,-0.902,-2.668,-2.176,-1.085,0.0,0.0,-1.51,-0.751,-1.536,-1.203,-0.145
-3.144,-1.242,-2.949,-2.277,-3.239,-3.484,-0.653,-0.804,-0.815,-1.276,-1.256,-0.582,-0.939,-1.727,-0.868,-2.303,-1.421,-3.911,-2.414,-1.922,-3.605,-0.933,-1.769,-1.87,-2.12,-1.953,-1.96,-2.979,-2.56,-0.48,-3.169,-2.45,-1.407,0.0,0.0,-2.549,-1.015,-1.986,-1.467,-0.136
-3.338,-1.666,-3.167,-3.48,-3.443,-3.792,-0.762,-0.576,-0.562,-2.024,-1.987,-0.769,-1.142,-2.021,-1.488,-2.863,-1.674,-4.08,-2.686,-2.219,-3.876,-1.172,-2.042,-2.138,-2.37,-2.238,-2.242,-3.213,-3.081,-1.114,-3.429,-2.673,-1.66,0.0,0.0,-2.919,-1.305,-2.253,-1.647,-0.133
-3.542,-1.975,-3.349,-3.66,-3.618,-3.973,-1.329,-1.972,-2.168,-2.405,-2.359,-2.255,-1.356,-2.297,-2.131,-3.32,-1.921,-4.192,-2.996,-2.481,-4.009,-1.422,-2.307,-2.42,-2.604,-2.502,-2.503,-3.405,-3.284,-2.252,-3.64,-2.836,-2.014,0.0,0.0,-3.179,-1.652,-2.54,-2.372,-0.176
-3.707,-2.282,-3.5,-3.818,-3.757,-4.08,-2.28,-4.007,-4.087,-2.659,-2.618,-2.522,-1.57,-2.569,-2.45,-3.472,-2.149,-4.278,-3.198,-2.731,-4.094,-1.611,-2.557,-2.689,-2.84,-2.746,-2.748,-3.533,-3.472,-3.033,-3.81,-2.977,-2.284,0.0,0.0,-3.409,-1.9,-2.835,-2.604,-1.223
-3.817,-2.409,-3.638,-3.952,-3.911,-4.186,-3.879,-4.008,-4.103,-2.931,-2.889,-2.76,-1.777,-2.795,-2.727,-3.615,-2.36,-4.336,-3.471,-2.944,-4.16,-1.792,-2.788,-2.938,-3.088,-2.98,-2.983,-3.651,-3.619,-3.253,-3.941,-3.102,-2.629,-1.623,-1.558,-3.495,-2.121,-3.108,-2.819,-2.062
-3.908,-2.852,-3.742,-4.048,-4.031,-4.327,-2.766,-4.142,-4.244,-3.188,-3.144,-2.864,-1.903,-3.029,-2.93,-3.739,-2.546,-4.382,-3.66,-3.15,-4.186,-1.969,-3.006,-3.17,-3.297,-3.244,-3.235,-3.785,-3.751,-3.441,-4.011,-3.185,-2.861,-3.344,-3.32,-3.555,-2.351,-3.325,-3.033,-2.469
-3.984,-3.017,-3.762,-4.149,-4.075,-4.333,-3.996,-4.047,-4.256,-3.387,-3.336,-2.047,-2.148,-3.218,-3.105,-3.838,-2.719,-4.416,-3.84,-3.326,-4.18,-2.118,-3.196,-3.359,-3.468,-3.45,-3.449,-3.868,-3.866,-3.568,-4.084,-3.268,-3.144,-2.958,-2.989,-3.614,-2.667,-3.496,-2.849,-2.448
