-0.55151,-0.73783,-0.53198,-0.44216,-0.0077358,-0.32888,-0.26035,-0.52153,-0.4145,-0.4388,-0.42962,-0.4016,-0.8589,-0.81498,-0.21125,-0.21438,-0.39205,-0.96142,-2.643,-1.2687,-1.5404,-0.17104,-0.3918,-0.40392,-1.0781,-0.85532,-0.85154,-0.04118,-0.63782,-0.85273,-0.41975,-0.11422,-0.38955,-0.42392,-0.44996,-0.66675,-1.2245,-0.41618,-1.1669
-0.98225,-0.95412,-0.78802,-0.28499,-0.4568,-0.57923,-0.74107,-0.56028,-0.61874,-0.95196,-0.96593,-0.59324,-1.0008,-1.0319,-0.24283,-0.24198,-0.38579,-0.75166,-2.2137,-1.1196,-1.1807,-0.13846,-0.42061,-0.39659,-1.3248,-0.68542,-0.67669,-0.18576,-0.45553,-0.82275,-0.59794,-0.33615,-0.37176,-0.30925,-0.29108,-0.82501,-1.1813,-0.54655,-1.2847
-1.1426,-1.0672,-0.68859,-0.37521,-0.47677,-0.54803,-0.89553,-0.50508,-0.52407,-0.51617,-0.51431,-0.61766,-1.0048,-0.91022,-0.46053,-0.38807,-0.75163,-0.74486,-2.0783,-0.90342,-1.2722,-0.10995,-0.8137,-0.6739,-1.5002,-0.30217,-0.2985,-0.35361,-0.43774,-0.78168,-0.94245,-0.87744,-0.56908,-0.35485,-0.38002,-0.61517,-1.2128,-0.49181,-1.224
-1.5174,-1.025,-0.30307,-0.26295,-0.4107,-0.5976,-0.89019,-0.75291,-0.8653,-0.37809,-0.3885,-0.65449,-1.0976,-0.93494,-0.34432,-0.67652,-0.59979,-0.95168,-2.0806,-1.0836,-0.86521,-0.29535,-0.89052,-0.81121,-0.94955,0.00014298,0.0081092,0.089001,-0.60201,-1.0655,-1.0538,-0.97701,-0.71427,-0.62446,-0.64758,-1.0386,-1.0171,-0.50037,-1.4299
-1.4079,-1.1182,-0.81494,-0.45595,-0.92745,-0.90749,-0.90807,-0.81173,-1.0054,-0.58982,-0.58378,-0.8813,-1.1584,-0.87716,-0.39408,-0.69607,-0.50229,-1.0359,-1.885,-0.83704,-1.2468,-0.3789,-0.62143,-0.82057,-0.97295,-0.13456,-0.14248,0.15177,-0.6303,-1.0448,-1.4995,-1.3774,-0.94243,-0.87349,-0.88796,-1.2614,-1.0682,-0.60479,-1.342
-1.3534,-1.0161,-0.85452,-0.32513,-0.51515,-0.83109,-1.4097,-0.92628,-0.88272,-0.67296,-0.68939,-1.0097,-1.204,-0.94355,-0.32867,-0.55528,-0.53346,-1.1438,-1.5304,-0.72187,-0.95689,-0.29792,-0.65194,-0.7044,-0.84061,-0.066969,-0.069438,-0.51305,-0.67522,-0.90845,-1.2794,-1.2742,-0.70316,-0.81614,-0.83584,-0.85609,-1.2815,-0.51039,-1.0101
-1.5031,-1.2319,-0.68886,-0.49664,-0.73048,-0.99589,-1.7481,-1.2218,-1.1519,-0.72206,-0.71224,-1.2331,-1.1344,-0.88932,-0.73934,-0.55484,-0.65749,-1.1998,-1.3178,-0.54341,-1.1975,-0.15446,-0.78181,-0.73893,-0.75115,0.058003,0.06707,0.020785,-0.73213,-1.2741,-1.2449,-1.5669,-0.30565,-0.8493,-0.88416,-0.84538,-1.2605,-0.32994,-1.1556
-1.5811,-1.1457,-0.36448,-0.34834,-0.70625,-1.3941,-1.8939,-1.026,-1.221,-0.93317,-0.93115,-1.1415,-1.0442,-0.80668,-0.67742,-0.71154,-0.67715,-0.85996,-1.1689,-0.61055,-1.0635,-0.17047,-1.0356,-0.95802,-0.65081,0.1188,0.12486,0.05749,-0.53373,-1.5566,-1.0228,-1.8598,-0.30136,-0.7524,-0.8196,-0.80011,-1.1371,-0.6721,-1.0128
-1.8532,-0.58511,-0.78402,-0.3644,-1.095,-1.4571,-1.566,-1.3695,-1.4637,-0.87461,-0.86726,-0.92581,-0.98798,-0.81158,-0.68037,-0.81515,-0.67669,-0.78545,-1.0157,-0.74299,-1.0755,-0.069154,-1.435,-1.0272,-0.771,0.21169,0.20272,-0.30596,-0.79647,-1.3228,-0.92907,-1.6361,-0.48863,-0.69346,-0.71946,-0.53935,-0.93069,-0.56106,-0.90197
-1.8228,-0.98246,-0.76195,-0.23809,-0.84171,-1.7062,-1.6887,-1.3387,-1.4413,-0.69425,-0.68267,-1.0557,-0.93967,-0.7185,-0.32537,-0.76853,-0.63568,-0.77727,-1.0014,-0.8378,-0.59085,-0.067485,-1.5293,-1.2986,-0.54545,0.19346,0.18339,-0.26023,-0.93926,-0.97501,-1.2617,-1.5586,-0.38195,-0.53051,-0.48839,-0.277,-0.70206,-0.53933,-0.64098
