-0.16323,-1.4911,-0.18788,-0.14331,-0.14697,-0.30205,-0.29114,-0.26476,-0.31116,-0.18661,-0.14677,-0.077525,-0.14347,-0.30727,-0.24747,-0.30634,-0.32365,-0.24037,-0.08818,-0.076758,-0.13054,-0.96035,-0.79651,-0.36319,-1.8096
-0.1417,-1.5329,-0.36372,-0.014696,-0.014662,-0.19541,-0.34823,-0.015505,-0.42355,-0.34214,-0.15501,-0.060605,-0.1457,-0.2631,-0.066525,-0.45502,-0.39418,-0.18629,-0.029268,0.015089,-0.16786,-0.88794,-0.68201,-0.058415,-1.622
-0.033107,-1.6251,-0.36637,0.1016,0.12594,-0.17771,-0.40793,0.10701,-0.29621,-0.27285,-0.30787,-0.035813,-0.13642,-0.13069,-0.20559,-0.27803,-0.4008,-0.16484,-0.18669,-0.16748,-0.19974,-0.87079,-0.5577,0.18428,-1.7522
0.074087,-1.1345,-0.31451,0.22473,0.22547,-0.17082,-0.30379,0.22704,-0.2689,-0.28212,-0.26298,-0.004408,-0.10839,0.0061354,-0.10057,-0.34736,-0.50428,-0.14565,-0.23776,-0.18984,-0.1312,-0.85858,-0.35569,0.46995,-1.8325
0.10106,-1.0278,-0.53972,0.36466,0.31386,0.038774,-0.22444,0.20971,-0.39411,-0.29679,-0.62011,0.042924,-0.060223,0.17543,0.060289,-0.36882,-0.57791,-0.11847,-0.10028,-0.094089,0.072842,-0.82985,-0.14276,0.77861,-1.6434
0.15866,-0.97177,-0.59513,0.54504,0.50179,0.26527,-0.16368,0.22186,-0.3099,-0.23219,-0.79185,0.10027,0.011029,0.35613,0.26296,-0.34162,-0.57445,-0.042336,0.044385,0.044592,0.30486,-0.71515,0.16765,1.0045,-1.4407
0.33257,-0.7873,-0.59144,0.63616,0.62734,0.63052,-0.21151,0.33164,-0.24646,-0.046942,-0.54217,0.16819,0.11035,0.50686,0.48655,-0.15995,-0.52342,0.071812,0.11465,0.097584,0.44069,-0.55173,0.39773,1.1543,-1.2766
0.57268,-0.55263,-0.56928,0.70933,0.73012,0.66995,-0.23787,0.34642,-0.35489,-0.042741,-0.35048,0.26176,0.20796,0.39375,0.50235,-0.045653,-0.42465,0.1892,0.20923,0.19182,0.53026,-0.40586,0.5667,1.2501,-0.99937
0.74057,-0.013538,-0.30487,0.79182,0.82619,0.53488,-0.17685,0.44547,-0.29383,0.10273,0.0025696,0.40079,0.3022,0.64186,0.6127,0.21567,-0.21703,0.30364,0.33162,0.32795,0.59682,-0.22116,0.67623,1.2892,-0.37223
0.7453,-0.054049,0.24185,0.90072,0.94407,0.57746,-0.09921,0.46416,-0.18186,0.24365,0.1924,0.46852,0.38599,0.6603,0.79864,0.44544,0.050066,0.38813,0.39111,0.39993,0.64414,-0.046665,0.68177,1.3257,-0.27467
