6,7,8,9,10,11,12,16,18,19,21,25,26,27,29,30,31,32,34,35,36,39
-0.032,-0.02,-0.005,-0.001,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.026,0.0,-0.004,-0.007,-0.005,-0.03,-0.1,0.0
-0.103,-0.057,-0.494,-0.473,-0.046,-0.041,-0.052,-0.061,-0.017,-0.016,-0.029,-0.041,-0.029,-0.029,-0.09,-0.031,-0.361,-0.047,-0.039,-0.075,-0.451,-0.013
-0.347,-0.142,-1.175,-1.023,-0.099,-0.092,-0.09,-0.384,-0.056,-0.071,-0.075,-0.08,-0.069,-0.068,-0.213,-0.072,-1.003,-0.099,-0.077,-0.115,-0.842,-0.047
-0.696,-0.616,-1.784,-1.45,-0.137,-0.132,-0.127,-0.895,-0.215,-0.113,-0.787,-0.118,-0.101,-0.1,-0.376,-0.109,-1.512,-0.982,-0.114,-0.154,-1.303,-0.077
-1.408,-1.24,-2.238,-2.11,-0.175,-0.169,-0.17,-1.177,-1.688,-0.167,-1.852,-0.203,-0.143,-0.144,-0.527,-0.587,-2.071,-2.198,-0.157,-0.196,-1.66,-0.105
-2.511,-1.69,-2.617,-2.55,-0.246,-0.225,-0.27,-1.435,-2.619,-0.291,-2.422,-0.357,-0.231,-0.232,-0.727,-0.983,-2.477,-2.579,-0.246,-0.289,-1.989,-0.168
-3.007,-2.28,-2.953,-2.929,-0.382,-0.351,-0.426,-2.13,-3.047,-0.49,-2.788,-0.556,-0.384,-0.386,-2.174,-1.378,-2.818,-2.865,-0.412,-0.447,-2.286,-0.299
-3.199,-2.771,-3.234,-3.201,-0.565,-0.524,-0.608,-2.472,-3.342,-0.743,-3.116,-0.773,-0.59,-0.595,-2.672,-1.798,-3.042,-3.109,-0.62,-0.657,-2.551,-0.486
-3.366,-3.028,-3.421,-3.419,-0.769,-0.73,-0.818,-2.73,-3.502,-1.04,-3.32,-1.032,-0.825,-0.828,-2.914,-2.32,-3.214,-3.315,-0.871,-0.908,-2.792,-0.701
-3.513,-3.216,-3.578,-3.585,-1.023,-0.984,-1.067,-2.948,-3.619,-1.33,-3.433,-1.299,-1.092,-1.099,-3.103,-2.629,-3.355,-3.471,-1.142,-1.178,-3.012,-0.951
