-3.1737,-0.25022,-3.1501,-3.3413,-3.2511,-3.436,-3.4324,-2.1528,-2.1543,-1.901,-1.8477,-1.899,-1.7444,-2.8932,-1.6849,-1.151,-1.5845,-1.8664,-3.1096,-1.7081,-1.7519,-1.3672,-1.2705,-1.2647,-2.8899,0.036019,-2.6654,-3.361,-2.021,-2.2128,-1.911,-1.8529,-2.7814
-2.9311,0.39024,-2.8044,-3.0378,-2.9124,-3.2257,-3.1633,-1.8751,-1.8792,-1.7077,-1.6752,-1.7964,-1.6366,-2.6272,-1.5229,-1.0481,-1.242,-1.6262,-2.9129,-1.5684,-1.6041,-1.4577,-0.96141,-0.94091,-2.7076,0.19791,-2.4648,-3.068,-1.8074,-2.0848,-1.7006,-1.6346,-2.7344
-2.7583,0.25041,-3.0594,-2.7076,-2.6625,-2.9147,-2.8767,-1.6974,-1.7035,-1.5042,-1.4975,-1.5928,-1.3482,-2.3804,-1.3548,-0.86546,-1.1635,-1.4371,-2.793,-1.445,-1.4763,-1.1619,-0.71179,-0.69506,-2.0695,0.33473,-2.3,-3.0815,-1.6286,-1.7929,-1.6211,-1.4353,-2.5579
-2.5066,0.40013,-2.4635,-2.433,-2.3124,-2.5932,-2.524,-1.4773,-1.4863,-1.3173,-1.2623,-1.3287,-1.1977,-2.1645,-1.229,-0.52737,-0.8581,-1.1969,-2.472,-1.2891,-1.3106,-1.2953,-0.76744,-0.77115,-2.0552,0.48198,-2.1199,-2.9037,-1.466,-1.6066,-1.5317,-1.3236,-2.534
-2.19,0.34501,-2.2666,-2.1057,-2.039,-2.3317,-2.2528,-1.2588,-1.2664,-1.1493,-1.1769,-1.2153,-1.0189,-2.0428,-1.1017,-0.49403,-0.88863,-1.0089,-2.3932,-1.0706,-1.14,-1.0076,-0.77929,-0.75347,-1.8365,0.60332,-1.9713,-2.5556,-1.3157,-1.4658,-1.3852,-1.1601,-2.3077
-1.8734,0.38822,-2.0035,-2.0478,-1.816,-2.0001,-1.9454,-1.08,-1.09,-0.99852,-1.0699,-1.0956,-0.93037,-1.7641,-0.95304,-0.25341,-0.88024,-0.86233,-2.1454,-0.95364,-1.0048,-0.66811,-0.83316,-0.80527,-1.696,0.71266,-1.8421,-2.4595,-1.1662,-1.3312,-1.1948,-0.98753,-1.9674
-1.688,0.58282,-1.9692,-1.8275,-1.6557,-1.8911,-1.8306,-0.84463,-0.85301,-0.85951,-0.95124,-0.96135,-0.78949,-1.6236,-0.79768,-0.31476,-0.71515,-0.72592,-1.847,-0.86593,-0.90141,-0.67042,-0.59928,-0.60451,-1.5523,0.99183,-1.6905,-2.2754,-1.0215,-1.1722,-1.0084,-0.85275,-1.8791
-1.5457,0.76144,-1.8058,-1.6971,-1.5415,-1.7398,-1.6932,-0.69742,-0.70631,-0.73406,-0.77257,-0.85738,-0.62508,-1.4991,-0.68032,-0.30462,-0.62874,-0.60724,-1.6476,-0.76043,-0.80969,-0.81739,-0.43038,-0.43418,-1.5843,1.1564,-1.5442,-2.1402,-0.89629,-1.0164,-0.82538,-0.73612,-1.7064
-1.4067,0.65705,-1.471,-1.6247,-1.4416,-1.5426,-1.5094,-0.5949,-0.60286,-0.62405,-0.69663,-0.74605,-0.52221,-1.424,-0.57843,-0.19047,-0.37501,-0.49146,-1.3939,-0.64928,-0.74522,-0.58996,-0.3251,-0.31702,-1.538,1.2634,-1.3946,-2.0653,-0.79314,-0.90947,-0.68424,-0.62202,-1.5595
-1.2851,0.62403,-1.5902,-1.629,-1.3698,-1.4044,-1.383,-0.4946,-0.50262,-0.522,-0.61686,-0.66195,-0.41186,-1.3838,-0.47492,0.078732,-0.27394,-0.39565,-1.2078,-0.54528,-0.62776,-0.44011,-0.14232,-0.13972,-1.5292,1.2527,-1.272,-1.9669,-0.69017,-0.75224,-0.57561,-0.54447,-1.4216
