1,2,3,4,5,7,10,11,12,13,14,18,19,23,24,25,26,27,28,29,33,36,37,38
-0.002,0.0,0.0,-0.002,0.0,-0.041,0.0,0.0,-0.033,-0.024,-0.086,-0.028,-0.035,-0.023,-0.039,-0.116,0.0,0.0,-0.155,-0.075,-0.072,0.0,-0.027,-0.034
-0.09,-0.015,-0.001,-0.051,0.0,-0.103,-0.071,-0.067,-0.08,-0.127,-0.26,-0.353,-0.09,-0.05,-0.131,-0.187,0.0,0.0,-0.294,-0.265,-0.117,-0.002,-0.098,-0.123
-0.25,-0.048,-0.074,-0.173,-0.056,-0.104,-0.084,-0.075,-0.118,-0.207,-0.405,-0.778,-0.205,-0.134,-0.685,-0.52,0.0,0.0,-0.262,-0.252,-0.212,0.0,-0.249,-0.19
-0.557,-0.132,-0.163,-0.241,-0.131,-0.099,-0.13,-0.123,-0.185,-0.267,-0.593,-1.464,-0.339,-0.294,-0.577,-0.478,0.0,0.0,-0.233,-0.208,-0.383,-0.048,-0.342,-0.709
-2.056,-0.252,-0.527,-0.805,-0.365,-0.133,-0.18,-0.172,-0.211,-0.289,-1.399,-1.098,-1.202,-0.295,-0.463,-0.789,0.0,0.0,-0.24,-0.137,-0.291,-0.068,-0.298,-1.454
-2.842,-0.418,-1.304,-2.243,-0.946,-0.214,-0.177,-0.169,-0.226,-0.247,-1.88,-2.824,-2.194,-0.35,-0.553,-1.164,0.0,0.0,-0.231,-0.3,-0.45,-0.133,-0.484,-0.889
-2.654,-0.978,-1.038,-1.447,-1.913,-0.256,-0.217,-0.209,-0.567,-0.547,-2.156,-3.83,-2.891,-0.414,-0.615,-0.624,0.0,0.0,-0.629,-0.451,-1.136,-0.159,-0.901,-1.773
-2.544,-0.643,-0.753,-0.896,-0.797,-0.297,-0.281,-0.272,-0.972,-0.598,-2.4,-3.352,-3.242,-0.514,-0.625,-1.897,0.0,0.0,-2.35,-0.581,-2.253,-0.135,-0.509,-2.658
-1.567,-1.102,-2.346,-1.077,-2.793,-0.386,-0.356,-0.346,-1.161,-0.774,-2.622,-3.254,-3.378,-0.445,-0.857,-1.606,0.0,0.0,-2.413,-0.827,-1.192,-0.168,-0.375,-2.89
-1.168,-1.043,-2.717,-0.975,-3.385,-0.602,-0.438,-0.425,-0.974,-0.852,-2.795,-3.924,-2.811,-0.584,-0.99,-2.101,0.0,0.0,-2.009,-1.018,-1.917,-0.139,-0.376,-3.066
-1.163,-0.84,-0.431,-1.195,-0.538,-0.687,-0.917,-0.899,-1.828,-1.358,-2.974,-4.462,-3.001,-0.927,-1.04,-3.18,0.0,0.0,-3.535,-1.309,-1.271,-0.445,-0.572,-3.256
-0.894,-0.442,-0.623,-2.167,-2.57,-0.569,-0.869,-0.855,-1.682,-1.176,-2.3,-4.469,-3.663,-1.335,-1.674,-3.367,0.0,0.0,-1.589,-3.622,-1.591,-1.288,-0.847,-3.386
-2.039,-1.35,-1.403,-2.383,-2.05,-0.515,-0.947,-0.932,-1.315,-2.036,-1.274,-4.555,-3.842,-3.133,-1.57,-3.172,0.0,0.0,-3.372,-1.655,-1.224,-3.455,-1.513,-3.498
-3.027,-0.866,-2.315,-0.829,-2.84,-0.985,-1.336,-1.312,-1.871,-1.896,-3.721,-4.52,-3.925,-2.492,-1.508,-3.308,0.0,0.0,-2.483,-1.122,-3.225,-2.396,-3.47,-3.665
-3.172,-0.559,-0.869,-1.818,-1.116,-1.352,-1.438,-1.423,-1.271,-1.689,-2.587,-4.422,-4.012,-1.759,-2.206,-3.513,0.0,0.0,-1.195,-1.524,-3.653,-2.841,-3.445,-3.783
-2.902,-0.548,-0.497,-1.057,-0.53,-1.342,-1.848,-1.849,-1.863,-2.331,-3.285,-4.504,-4.178,-0.897,-3.342,-3.296,0.0,0.0,-1.234,-1.283,-4.107,-3.719,-3.773,-3.874
-2.377,-0.648,-1.111,-1.066,-0.687,-2.687,-1.146,-1.121,-2.793,-2.441,-3.627,-4.172,-3.832,-1.14,-3.54,-3.634,0.0,0.0,-2.184,-0.765,-1.998,-3.473,-3.519,-3.974
-1.814,-1.06,-1.044,-1.099,-0.797,-2.47,-2.907,-2.933,-3.67,-2.391,-3.636,-2.72,-4.067,-2.942,-3.728,-3.704,0.0,0.0,-0.783,-0.628,-1.125,-3.864,-3.399,-4.034
-4.3,-0.968,-0.81,-1.97,-0.676,-2.863,-2.634,-2.587,-3.541,-2.278,-3.648,-2.603,-3.724,-1.923,-3.836,-3.656,0.0,0.0,-0.596,-0.668,-1.271,-3.839,-1.587,-4.101
-3.919,-0.863,-1.087,-0.956,-0.678,-4.437,-1.321,-1.298,-3.64,-2.46,-3.645,-1.421,-3.12,-3.642,-2.485,-1.945,0.0,0.0,-1.082,-1.351,-1.976,-3.978,-1.901,-4.086
-4.201,-1.663,-0.666,-0.848,-0.602,-3.959,-1.703,-1.681,-4.127,-2.436,-3.649,-1.436,-2.731,-2.991,-3.658,-2.387,0.0,0.0,-1.611,-1.435,-1.965,-2.445,-3.893,-4.061
-4.179,-1.118,-0.758,-1.3,-0.969,-2.292,-2.452,-2.525,-3.841,-2.428,-3.619,-1.33,-2.403,-2.585,-3.384,-2.964,0.0,0.0,-1.356,-1.681,-2.016,-0.867,-3.319,-4.018
-4.22,-1.373,-0.787,-1.703,-0.641,-3.982,-0.858,-0.844,-3.05,-2.385,-3.543,-1.537,-2.306,-3.309,-3.669,-1.519,0.0,0.0,-2.184,-1.715,-2.067,-0.409,-1.715,-3.891
-4.256,-3.161,-2.373,-1.215,-2.927,-4.13,-0.975,-0.963,-1.063,-2.316,-3.466,-1.493,-1.759,-3.309,-3.241,-1.463,0.0,0.0,-1.325,-1.451,-1.523,-0.485,-1.679,-3.876
-3.789,-4.109,-2.459,-0.74,-1.264,-4.211,-1.174,-1.158,-1.565,-2.244,-3.382,-1.716,-1.385,-3.299,-3.321,-1.141,0.0,0.0,-2.555,-1.534,-1.008,-0.905,-1.562,-3.465
