0,-22.554299999999998,-22.49568,-27.113,-21.513999999999996,-19.552
1,-21.93452,-21.94851,-27.025,-21.513999999999996,-22.307
2,-21.7746375,-21.4272,-31.384,-21.513999999999996,-22.016
3,-22.431762500000005,-22.400560000000002,-30.006,-21.513999999999996,-22.878
4,-22.093329999999995,-22.203829999999996,-29.306,-21.513999999999996,-23.877
5,-21.702162500000004,-21.45457,-26.717,-21.513999999999996,-21.437
6,-21.548172499999996,-21.91457,-23.787,-21.513999999999996,-18.888
7,-21.0422775,-21.18308,-23.698,-21.513999999999996,-19.719
8,-20.610484999999997,-20.68026,-22.26,-21.513999999999996,-19.904
9,-19.419917499999997,-19.275430000000004,-19.321,-21.513999999999996,-13.507
