-0.048079,-0.36063,-0.095356,-0.094655,-0.062306,-0.0072598,-0.20078,-0.12107,-0.099031,-0.22654
-0.26753,-0.67767,-0.20951,-0.16447,-0.1248,-0.026641,-0.35216,-0.23516,-0.20672,-0.45387
-0.51751,-0.9237,-0.17593,-0.22723,-0.19222,-0.074463,-0.44603,-0.35421,-0.32683,-0.64446
-0.56794,-1.0043,-0.39826,-0.26334,-0.26281,-0.16307,-0.61081,-0.46119,-0.45613,-0.8492
-0.48061,-0.9715,-0.59455,-0.33006,-0.33627,-0.28123,-0.75386,-0.54064,-0.60918,-1.0719
-0.60214,-1.3159,-0.69116,-0.46199,-0.45006,-0.46266,-0.84285,-0.69479,-0.77916,-1.2902
-0.81092,-1.6681,-0.96059,-0.54777,-0.57111,-0.71182,-0.94947,-0.82541,-0.93055,-1.4962
-0.79603,-1.8294,-1.3456,-0.6632,-0.71657,-0.9811,-1.0976,-1.0121,-1.0984,-1.621
-0.80251,-1.9477,-1.5884,-0.81457,-0.8527,-1.2543,-1.3163,-1.1592,-1.2546,-1.744
-0.80287,-2.066,-1.665,-0.98771,-1.0152,-1.5043,-1.5147,-1.2532,-1.4181,-1.8375
