-3.789,-2.5084,-1.2651,-1.49,-1.0173,-0.87665,-1.9726,-0.69152,-0.69576,-1.4995,-1.4884,-0.89724,-3.1743,-3.9307,-1.8547,-1.9634,-1.8897,-4.4177,-4.1378,-1.1845,-3.3075,-0.74341,-2.6172,-2.6193,-4.0945,-4.1243,-4.1212,-1.0535,-1.5399,-0.77025,-0.54167,-0.63817,-1.5591,-1.417,-1.4979,-3.6613,-2.8314,-0.93994,-0.75791
-3.5487,-2.3078,-1.3768,-1.4574,-1.1753,-0.90744,-1.9609,-0.68741,-0.68804,-1.4988,-1.4852,-0.87518,-3.1545,-3.8002,-1.7103,-2.0793,-1.8422,-4.1603,-3.872,-1.1932,-3.1461,-0.77813,-2.5735,-2.429,-3.91,-3.9473,-3.9476,-1.0552,-1.4282,-0.73234,-0.47941,-0.69712,-1.5652,-1.2062,-1.2375,-3.5252,-2.9852,-0.96743,-0.63008
-3.3671,-2.3705,-1.5531,-1.4403,-1.6308,-0.86732,-1.9991,-0.66641,-0.66527,-1.5172,-1.5044,-0.9084,-3.1193,-3.6619,-1.5916,-1.9749,-1.6759,-3.9963,-3.6674,-1.0776,-2.9359,-0.7179,-2.6557,-2.3299,-3.7781,-3.8084,-3.8108,-0.96035,-1.2827,-0.7357,-0.46311,-0.64877,-1.5002,-1.0658,-1.1576,-3.7109,-2.8926,-0.96218,-0.69198
-3.167,-2.204,-1.2699,-1.4208,-1.5109,-0.83791,-1.9882,-0.62095,-0.61495,-1.4463,-1.4311,-0.85208,-2.9801,-3.535,-1.5011,-1.8478,-1.5925,-3.8168,-3.5134,-0.81071,-3.1695,-0.61299,-2.1926,-2.2587,-3.6401,-3.6675,-3.667,-0.97173,-1.2956,-0.69715,-0.46613,-0.58555,-1.4778,-0.97848,-1.0183,-3.8113,-2.9391,-0.90785,-0.72675
-3.0798,-2.1698,-1.2731,-1.6233,-1.326,-0.82345,-1.9307,-0.58531,-0.57513,-1.3962,-1.3836,-0.78924,-2.8303,-3.3945,-1.4277,-1.7995,-1.5172,-3.5921,-3.4885,-0.93895,-3.1274,-0.53976,-2.1363,-2.0745,-3.4296,-3.5005,-3.4984,-0.97003,-1.4109,-0.66481,-0.47659,-0.48872,-1.4589,-0.81647,-0.8496,-3.6718,-3.0349,-0.87554,-0.77394
-2.9233,-2.0816,-1.1644,-1.553,-1.094,-0.84317,-1.8801,-0.55498,-0.54933,-1.368,-1.3536,-0.74987,-2.6484,-3.25,-1.4011,-1.578,-1.466,-3.4045,-3.5329,-0.6307,-2.9108,-0.40949,-2.1322,-1.8927,-3.2968,-3.3204,-3.3216,-0.96325,-1.3464,-0.59422,-0.40862,-0.49042,-1.3727,-0.6401,-0.67963,-3.6109,-3.0615,-0.75284,-0.84635
-2.7371,-2.0724,-0.97173,-1.2618,-0.71537,-0.77437,-1.8384,-0.53482,-0.52305,-1.3405,-1.3277,-0.72988,-2.5139,-3.0811,-1.3758,-1.6328,-1.4656,-3.305,-3.2786,-0.65833,-2.7695,-0.3505,-2.0068,-1.7146,-3.138,-3.1586,-3.1596,-0.90816,-1.251,-0.63637,-0.41079,-0.45659,-1.4571,-0.42588,-0.48962,-3.6217,-2.9981,-0.74696,-0.84406
-2.6143,-2.0638,-0.93486,-0.88431,-0.77023,-0.74953,-1.7651,-0.50605,-0.49237,-1.2462,-1.2324,-0.7229,-2.3747,-2.9141,-1.2828,-1.5683,-1.3693,-3.2056,-3.199,-0.30731,-2.7554,-0.2958,-1.74,-1.7908,-2.9174,-2.976,-2.9772,-0.89191,-1.2016,-0.63862,-0.39037,-0.39791,-1.4385,-0.20269,-0.22327,-3.5798,-2.9673,-0.82083,-0.77179
-2.4497,-1.9561,-0.94827,-0.94042,-1.0069,-0.75514,-1.6665,-0.48096,-0.47181,-1.1913,-1.1796,-0.65606,-2.289,-2.746,-1.1991,-1.5216,-1.2931,-3.0064,-3.0976,-0.16757,-2.7154,-0.24422,-1.7581,-1.6364,-2.7282,-2.7762,-2.7771,-0.90185,-1.2359,-0.54434,-0.33839,-0.3551,-1.2637,-0.13476,-0.1609,-3.3983,-2.9577,-0.81992,-0.72316
-2.2925,-1.9129,-0.87136,-0.89687,-0.79221,-0.66339,-1.6439,-0.47348,-0.46589,-1.1251,-1.1124,-0.59099,-2.1802,-2.5574,-1.067,-1.5384,-1.1553,-2.9526,-2.9024,-0.057949,-2.6093,-0.1924,-1.5664,-1.4533,-2.5834,-2.5797,-2.5809,-0.82845,-1.2306,-0.50262,-0.3181,-0.29226,-1.2932,-0.12928,-0.17706,-3.1888,-2.8461,-0.80114,-0.69791
