0,-23.429847499999994,-23.34032,-27.442,-26.762999999999998,-29.061
1,-24.306625,-24.502769999999998,-30.143,-26.762999999999998,-31.382
2,-25.246205,-25.29822,-31.596,-26.762999999999998,-33.919
3,-25.817575,-25.59671,-32.796,-26.762999999999998,-35.876
4,-26.243220000000004,-26.424049999999998,-33.078,-26.762999999999998,-37.629
5,-27.066279999999995,-27.05237,-33.912,-26.762999999999998,-39.138
6,-27.900374999999997,-27.910700000000002,-34.644,-26.762999999999998,-40.642
7,-28.360280000000003,-28.217819999999996,-35.87,-26.762999999999998,-41.923
8,-28.989824999999996,-29.091400000000004,-36.41,-26.762999999999998,-43.17
9,-30.26805,-29.880000000000003,-37.022,-26.762999999999998,-44.096
