4,7,8,10,11,12,15,16,17,20,21,23,24,29,30,31,32,33,34,35,36,37,38,39,40
-3.656,-3.584,-1.448,-3.13,-3.172,-2.74,-2.702,-2.533,-2.368,-3.114,-3.963,-2.736,-2.928,-3.171,-2.848,-3.687,-3.803,-2.856,-2.944,-2.979,-2.636,-2.962,-3.395,-2.566,-3.318
-3.472,-3.454,-1.324,-2.977,-3.016,-2.61,-2.357,-2.361,-2.228,-2.985,-3.871,-2.584,-2.774,-2.894,-2.422,-3.648,-3.755,-2.711,-2.757,-2.797,-2.632,-2.846,-3.231,-2.367,-3.293
-3.185,-3.183,-1.186,-2.787,-2.826,-2.453,-2.11,-2.193,-2.081,-2.834,-3.81,-2.418,-2.591,-2.579,-1.671,-3.579,-3.67,-2.343,-2.597,-2.637,-2.561,-2.707,-3.041,-2.196,-3.239
-2.767,-2.922,-1.044,-2.586,-2.622,-2.239,-1.952,-2.018,-1.914,-2.648,-3.726,-2.241,-2.396,-2.228,-2.063,-3.462,-3.553,-1.557,-2.391,-2.433,-2.416,-2.551,-2.847,-1.995,-3.147
-2.332,-2.537,-0.887,-2.346,-2.384,-2.03,-1.763,-1.838,-1.739,-2.424,-3.657,-2.029,-2.179,-1.849,-1.848,-3.323,-3.416,-1.34,-2.142,-2.181,-2.185,-2.369,-2.631,-1.522,-3.051
-2.219,-2.195,-0.724,-1.772,-2.015,-1.79,-1.558,-1.658,-1.543,-2.161,-3.563,-1.808,-1.901,-1.43,-1.467,-3.146,-3.232,-1.369,-1.863,-1.902,-1.585,-2.154,-2.006,-1.062,-2.964
-1.894,-1.786,-0.564,-1.292,-1.325,-0.867,-1.369,-0.324,-1.339,-1.874,-3.362,-1.559,-1.593,-0.993,-1.107,-2.926,-2.99,-1.187,-1.568,-1.608,-1.026,-1.903,-1.063,-0.857,-2.826
-1.066,-1.321,-0.409,-1.077,-1.085,-0.155,-1.21,-0.147,-1.125,-1.563,-3.12,-1.172,-1.292,-0.592,-0.751,-2.614,-2.742,-0.807,-1.16,-1.143,-0.82,-1.634,-0.824,-0.659,-2.615
-0.277,-0.883,-0.227,-0.83,-0.776,-0.157,-0.947,-0.13,-0.91,-1.206,-2.837,-0.824,-0.973,-0.703,-0.439,-1.829,-2.306,-0.569,-0.748,-0.748,-0.604,-1.266,-0.242,-0.463,-1.267
-0.075,-0.456,-0.598,-0.472,-0.388,-0.158,-0.552,-0.11,-0.636,-0.726,-2.394,-0.389,-0.648,-0.151,-0.176,-0.129,-1.745,-0.32,-0.473,-0.464,-0.38,-0.865,-0.134,-0.327,-0.093
-0.041,-0.166,-0.698,-0.061,-0.049,-0.062,-0.275,-0.086,-0.247,-0.259,-1.82,-0.25,-0.35,-0.071,-0.024,-0.04,-1.114,-0.097,-0.14,-0.159,-0.128,-0.373,-0.105,-0.211,-0.07
-0.015,-0.037,-0.034,-0.027,-0.016,-0.025,-0.106,-0.05,-0.048,-0.048,-0.147,-0.125,-0.032,-0.038,-0.016,-0.004,-0.179,-0.03,-0.001,-0.014,-0.011,-0.127,-0.067,-0.044,-0.039
0.0,-0.003,-0.003,0.0,0.0,0.0,-0.013,-0.015,-0.01,-0.017,-0.041,-0.004,-0.007,-0.015,-0.001,0.0,0.0,-0.002,0.0,0.0,0.0,-0.015,-0.025,-0.013,-0.007
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
